GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	GTEX.11DXX.2326.SM.5Q5A2_Adipose.Subcutaneous	GTEX.11DZ1.0226.SM.5A5KF_Adipose.Subcutaneous	GTEX.11EI6.0226.SM.5EQ64_Adipose.Subcutaneous	GTEX.11EM3.2326.SM.5H12B_Adipose.Subcutaneous	GTEX.11EMC.2826.SM.5PNY6_Adipose.Subcutaneous	GTEX.11EQ8.0226.SM.5EQ5G_Adipose.Subcutaneous	GTEX.11EQ9.2526.SM.5HL66_Adipose.Subcutaneous	GTEX.11GS4.2626.SM.5A5LD_Adipose.Subcutaneous	GTEX.11GSO.2326.SM.5A5LX_Adipose.Subcutaneous	GTEX.11H98.0226.SM.5NQ89_Adipose.Subcutaneous	GTEX.11I78.2626.SM.5Q5AI_Adipose.Subcutaneous	GTEX.11LCK.1126.SM.5A5KC_Adipose.Subcutaneous	GTEX.11O72.0226.SM.59869_Adipose.Subcutaneous	GTEX.11OF3.2426.SM.5Q5AS_Adipose.Subcutaneous	GTEX.11ONC.2526.SM.5986W_Adipose.Subcutaneous	GTEX.11P7K.2026.SM.5GU74_Adipose.Subcutaneous	GTEX.11P81.2426.SM.5GU65_Adipose.Subcutaneous	GTEX.11P82.1726.SM.5Q5AT_Adipose.Subcutaneous	GTEX.11PRG.0626.SM.5BC56_Adipose.Subcutaneous	
ARFIP2	3.9	3.9	3.19	3.19	3.9	3.19	3	3.9	3.19	3.16	3.9	3.19	2.76	3.9	3.19	2.92	3.9	3.19	2.94	3.9	3.19	3.02	3.9	3.19	2.54	3.9	3.19	3.05	3.9
ARFRP1	1.4	1.4	2.52	2.52	1.4	2.52	2.11	1.4	2.52	1.97	1.4	2.52	1.99	1.4	2.52	2.27	1.4	2.52	2.13	1.4	2.52	2.33	1.4	2.52	2.41	1.4	2.52	1.97	1.4
ARG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGFX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGLU1	6.25	6.25	5.65	5.65	6.25	5.65	5.75	6.25	5.65	5.96	6.25	5.65	5.77	6.25	5.65	5.72	6.25	5.65	5.7	6.25	5.65	6.1	6.25	5.65	5.27	6.25	5.65	6.13	6.25
ARHGAP1	5.61	5.61	5.07	5.07	5.61	5.07	5.77	5.61	5.07	5.07	5.61	5.07	4.94	5.61	5.07	4.92	5.61	5.07	4.74	5.61	5.07	5.52	5.61	5.07	4.88	5.61	5.07	5.82	5.61
ARHGAP10	3.01	3.01	3.01	3.01	3.01	3.01	2.98	3.01	3.01	2.2	3.01	3.01	3.27	3.01	3.01	3.35	3.01	3.01	2.85	3.01	3.01	2.6	3.01	3.01	3.34	3.01	3.01	2.65	3.01
ARHGAP11A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP12	3.41	3.41	2.94	2.94	3.41	2.94	3.69	3.41	2.94	3.19	3.41	2.94	2.84	3.41	2.94	3.01	3.41	2.94	2.85	3.41	2.94	3.45	3.41	2.94	2.96	3.41	2.94	3.11	3.41
ARHGAP15	0	0	0	0	0	0	1.03	0	0	1.08	0	0	0	0	0	0	0	0	0	0	0	1.66	0	0	0	0	0	0.8	0
ARHGAP17	2.66	2.66	2.89	2.89	2.66	2.89	3.44	2.66	2.89	3.05	2.66	2.89	2.64	2.66	2.89	2.81	2.66	2.89	2.65	2.66	2.89	3.27	2.66	2.89	2.56	2.66	2.89	2.77	2.66
ARHGAP18	2.25	2.25	3.28	3.28	2.25	3.28	3.22	2.25	3.28	3.53	2.25	3.28	2.8	2.25	3.28	2.43	2.25	3.28	2.93	2.25	3.28	3.14	2.25	3.28	2.27	2.25	3.28	2.64	2.25
ARHGAP19	1.23	1.23	1.08	1.08	1.23	1.08	1.56	1.23	1.08	1.29	1.23	1.08	1.22	1.23	1.08	1.14	1.23	1.08	1.22	1.23	1.08	1.62	1.23	1.08	1.43	1.23	1.08	1.21	1.23
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP20	2.36	2.36	2.5	2.5	2.36	2.5	2.62	2.36	2.5	2.4	2.36	2.5	2.2	2.36	2.5	2.48	2.36	2.5	2.34	2.36	2.5	2.01	2.36	2.5	1.73	2.36	2.5	2.1	2.36
ARHGAP21	3.78	3.78	3.98	3.98	3.78	3.98	4.32	3.78	3.98	3.53	3.78	3.98	4.44	3.78	3.98	4.4	3.78	3.98	4.17	3.78	3.98	4.16	3.78	3.98	3.82	3.78	3.98	3.97	3.78
ARHGAP22	0	0	0.02	0.02	0	0.02	0	0	0.02	1.26	0	0.02	0	0	0.02	0	0	0.02	0	0	0.02	0.2	0	0.02	0	0	0.02	0	0
ARHGAP22-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP23	4.07	4.07	2.95	2.95	4.07	2.95	3.53	4.07	2.95	3.02	4.07	2.95	3.09	4.07	2.95	2.57	4.07	2.95	2.66	4.07	2.95	3.16	4.07	2.95	2.25	4.07	2.95	3.66	4.07
ARHGAP24	2.56	2.56	1.69	1.69	2.56	1.69	2.15	2.56	1.69	2.08	2.56	1.69	2.02	2.56	1.69	1.96	2.56	1.69	2.13	2.56	1.69	2.15	2.56	1.69	2.46	2.56	1.69	1.95	2.56
ARHGAP25	1.79	1.79	1.83	1.83	1.79	1.83	1.86	1.79	1.83	3.14	1.79	1.83	1.49	1.79	1.83	1.72	1.79	1.83	1.37	1.79	1.83	2.13	1.79	1.83	1.15	1.79	1.83	2.27	1.79
ARHGAP26	1.62	1.62	1.64	1.64	1.62	1.64	1.02	1.62	1.64	1.72	1.62	1.64	2.67	1.62	1.64	2.14	1.62	1.64	1.86	1.62	1.64	1.59	1.62	1.64	2.09	1.62	1.64	1.33	1.62
ARHGAP26-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP26-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP27	2.88	2.88	2.57	2.57	2.88	2.57	2.61	2.88	2.57	2.67	2.88	2.57	2.21	2.88	2.57	2.12	2.88	2.57	2.1	2.88	2.57	2.27	2.88	2.57	1.45	2.88	2.57	2.21	2.88
ARHGAP28	0	0	0	0	0	0	0.96	0	0	0.85	0	0	0.3	0	0	0.49	0	0	0.5	0	0	0.85	0	0	0	0	0	1.01	0
ARHGAP29	3.83	3.83	2.79	2.79	3.83	2.79	3.8	3.83	2.79	3.34	3.83	2.79	4.06	3.83	2.79	3.66	3.83	2.79	3.48	3.83	2.79	2.89	3.83	2.79	2.85	3.83	2.79	3.8	3.83
ARHGAP30	2.35	2.35	3.47	3.47	2.35	3.47	2.07	2.35	3.47	4.36	2.35	3.47	2.29	2.35	3.47	1.83	2.35	3.47	2.5	2.35	3.47	3.12	2.35	3.47	1.69	2.35	3.47	1.64	2.35
ARHGAP31	1.94	1.94	3.06	3.06	1.94	3.06	3.19	1.94	3.06	2.7	1.94	3.06	3.59	1.94	3.06	3.4	1.94	3.06	3.2	1.94	3.06	3.2	1.94	3.06	3.03	1.94	3.06	3.06	1.94
ARHGAP31-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0
ARHGAP32	2.32	2.32	1.09	1.09	2.32	1.09	1.19	2.32	1.09	1	2.32	1.09	1.33	2.32	1.09	1.01	2.32	1.09	1.17	2.32	1.09	1.08	2.32	1.09	1.82	2.32	1.09	1.65	2.32
ARHGAP33	1.83	1.83	1.95	1.95	1.83	1.95	2.83	1.83	1.95	2.41	1.83	1.95	1.81	1.83	1.95	1.58	1.83	1.95	1.59	1.83	1.95	2.6	1.83	1.95	2.14	1.83	1.95	2.8	1.83
ARHGAP35	3.15	3.15	3.27	3.27	3.15	3.27	2.9	3.15	3.27	2.41	3.15	3.27	3.29	3.15	3.27	3.32	3.15	3.27	3.08	3.15	3.27	3.3	3.15	3.27	3.09	3.15	3.27	3.27	3.15
ARHGAP36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP39	0.95	0.95	0.09	0.09	0.95	0.09	0.22	0.95	0.09	0.53	0.95	0.09	0	0.95	0.09	0	0.95	0.09	0.06	0.95	0.09	0.91	0.95	0.09	0	0.95	0.09	0.8	0.95
ARHGAP4	3.02	3.02	4.28	4.28	3.02	4.28	3.49	3.02	4.28	4.86	3.02	4.28	3.53	3.02	4.28	2.99	3.02	4.28	3.16	3.02	4.28	4.03	3.02	4.28	2.96	3.02	4.28	3.01	3.02
ARHGAP40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP42	1.52	1.52	1.29	1.29	1.52	1.29	1.74	1.52	1.29	0.85	1.52	1.29	1.34	1.52	1.29	1.5	1.52	1.29	0.95	1.52	1.29	1.68	1.52	1.29	1.36	1.52	1.29	1.33	1.52
ARHGAP44	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0
ARHGAP5	2.64	2.64	2.29	2.29	2.64	2.29	2.87	2.64	2.29	2.39	2.64	2.29	2.59	2.64	2.29	2.65	2.64	2.29	2.59	2.64	2.29	2.52	2.64	2.29	2.67	2.64	2.29	2.6	2.64
ARHGAP5-AS1	0	0	0.3	0.3	0	0.3	0.58	0	0.3	0.22	0	0.3	0	0	0.3	0	0	0.3	0	0	0.3	0.26	0	0.3	0.08	0	0.3	0.23	0
ARHGAP6	2.28	2.28	2.96	2.96	2.28	2.96	2.8	2.28	2.96	1.86	2.28	2.96	2.95	2.28	2.96	2.7	2.28	2.96	2.25	2.28	2.96	2.61	2.28	2.96	2.27	2.28	2.96	2.33	2.28
ARHGAP8	1.71	1.71	0	0	1.71	0	0	1.71	0	0	1.71	0	0	1.71	0	0	1.71	0	0	1.71	0	0.13	1.71	0	0	1.71	0	0	1.71
ARHGAP9	1.02	1.02	2.53	2.53	1.02	2.53	1.1	1.02	2.53	3.48	1.02	2.53	1.38	1.02	2.53	1.06	1.02	2.53	1.5	1.02	2.53	1.8	1.02	2.53	0.46	1.02	2.53	0.97	1.02
ARHGDIA	6.16	6.16	6.31	6.31	6.16	6.31	5.53	6.16	6.31	5.95	6.16	6.31	5.83	6.16	6.31	5.64	6.16	6.31	5.92	6.16	6.31	5.61	6.16	6.31	6	6.16	6.31	6.03	6.16
ARHGDIB	5.07	5.07	6.7	6.7	5.07	6.7	6.65	5.07	6.7	7.13	5.07	6.7	6.3	5.07	6.7	5.56	5.07	6.7	5.7	5.07	6.7	6.71	5.07	6.7	5.41	5.07	6.7	6.46	5.07
ARHGDIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF1	4.43	4.43	4.49	4.49	4.43	4.49	4.06	4.43	4.49	4.86	4.43	4.49	4.23	4.43	4.49	3.99	4.43	4.49	4.07	4.43	4.49	4.18	4.43	4.49	3.9	4.43	4.49	4.06	4.43
ARHGEF10	3.02	3.02	2.69	2.69	3.02	2.69	3.1	3.02	2.69	2.35	3.02	2.69	2.37	3.02	2.69	2.44	3.02	2.69	2.53	3.02	2.69	3.17	3.02	2.69	1.9	3.02	2.69	3.35	3.02
ARHGEF10L	3.59	3.59	3.84	3.84	3.59	3.84	4.01	3.59	3.84	3.66	3.59	3.84	2.59	3.59	3.84	3.24	3.59	3.84	3.65	3.59	3.84	3.27	3.59	3.84	3.05	3.59	3.84	4.35	3.59
ARHGEF11	3.57	3.57	3.48	3.48	3.57	3.48	2.99	3.57	3.48	3.72	3.57	3.48	3.08	3.57	3.48	2.9	3.57	3.48	3.18	3.57	3.48	3.3	3.57	3.48	3.16	3.57	3.48	3.21	3.57
ARHGEF12	3.13	3.13	2.45	2.45	3.13	2.45	3.11	3.13	2.45	2.41	3.13	2.45	3.02	3.13	2.45	2.78	3.13	2.45	2.69	3.13	2.45	2.66	3.13	2.45	2.53	3.13	2.45	3.09	3.13
ARHGEF15	4.15	4.15	4.21	4.21	4.15	4.21	4.44	4.15	4.21	3.94	4.15	4.21	5.06	4.15	4.21	4.77	4.15	4.21	5.3	4.15	4.21	3.58	4.15	4.21	4.73	4.15	4.21	4.76	4.15
ARHGEF16	0.52	0.52	0	0	0.52	0	0	0.52	0	0	0.52	0	0.08	0.52	0	0.17	0.52	0	0.44	0.52	0	0	0.52	0	0	0.52	0	0.31	0.52
ARHGEF17	4.39	4.39	4.45	4.45	4.39	4.45	4.75	4.39	4.45	4.02	4.39	4.45	4.3	4.39	4.45	4.03	4.39	4.45	3.93	4.39	4.45	4.56	4.39	4.45	3.74	4.39	4.45	5.13	4.39
ARHGEF18	2.81	2.81	2.87	2.87	2.81	2.87	2.53	2.81	2.87	2.64	2.81	2.87	2.1	2.81	2.87	2.39	2.81	2.87	2.23	2.81	2.87	2.75	2.81	2.87	2.37	2.81	2.87	2.42	2.81
ARHGEF19	2.17	2.17	1.49	1.49	2.17	1.49	0.93	2.17	1.49	0.5	2.17	1.49	0.92	2.17	1.49	1.18	2.17	1.49	0.74	2.17	1.49	0.65	2.17	1.49	1.37	2.17	1.49	0.31	2.17
ARHGEF2	3.62	3.62	3.7	3.7	3.62	3.7	4	3.62	3.7	3.95	3.62	3.7	3.47	3.62	3.7	4.01	3.62	3.7	3.59	3.62	3.7	3.58	3.62	3.7	3.12	3.62	3.7	3.92	3.62
ARHGEF25	2.65	2.65	2.71	2.71	2.65	2.71	4.54	2.65	2.71	2.98	2.65	2.71	2.58	2.65	2.71	2.7	2.65	2.71	2.06	2.65	2.71	4.31	2.65	2.71	2.67	2.65	2.71	4.44	2.65
ARHGEF26	2.55	2.55	1.38	1.38	2.55	1.38	1.37	2.55	1.38	0.27	2.55	1.38	2.99	2.55	1.38	2.52	2.55	1.38	1.94	2.55	1.38	2.06	2.55	1.38	3.62	2.55	1.38	1.29	2.55
ARHGEF26-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF28	0.11	0.11	0.56	0.56	0.11	0.56	0.57	0.11	0.56	0.27	0.11	0.56	0.58	0.11	0.56	0.69	0.11	0.56	0.29	0.11	0.56	0.6	0.11	0.56	0.12	0.11	0.56	1.25	0.11
ARHGEF3	1.93	1.93	2.54	2.54	1.93	2.54	3.35	1.93	2.54	3.03	1.93	2.54	1.72	1.93	2.54	1.95	1.93	2.54	2.04	1.93	2.54	2.61	1.93	2.54	1.16	1.93	2.54	2.93	1.93
ARHGEF33	0.78	0.78	0.27	0.27	0.78	0.27	1.04	0.78	0.27	0.29	0.78	0.27	0.39	0.78	0.27	0	0.78	0.27	0	0.78	0.27	0.86	0.78	0.27	0.33	0.78	0.27	0	0.78
ARHGEF35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF37	3.16	3.16	2.99	2.99	3.16	2.99	3.29	3.16	2.99	1.69	3.16	2.99	2.49	3.16	2.99	2.63	3.16	2.99	2.01	3.16	2.99	3.61	3.16	2.99	2.19	3.16	2.99	3.92	3.16
ARHGEF38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF38-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF39	4.46	4.46	3.4	3.4	4.46	3.4	4.42	4.46	3.4	5.27	4.46	3.4	3.71	4.46	3.4	3.56	4.46	3.4	3.74	4.46	3.4	3.43	4.46	3.4	3.49	4.46	3.4	4.79	4.46
ARHGEF3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.18	0
ARHGEF40	3.59	3.59	4.04	4.04	3.59	4.04	4	3.59	4.04	4.21	3.59	4.04	3.75	3.59	4.04	3.96	3.59	4.04	4.24	3.59	4.04	4.44	3.59	4.04	3.73	3.59	4.04	4.08	3.59
ARHGEF5	0.38	0.38	0	0	0.38	0	0	0.38	0	0	0.38	0	0	0.38	0	0.02	0.38	0	0	0.38	0	0	0.38	0	0.43	0.38	0	0	0.38
ARHGEF6	3.38	3.38	3.43	3.43	3.38	3.43	3.81	3.38	3.43	3.89	3.38	3.43	3.53	3.38	3.43	4.25	3.38	3.43	4.79	3.38	3.43	4.07	3.38	3.43	3.54	3.38	3.43	3.73	3.38
ARHGEF7	4.29	4.29	3.5	3.5	4.29	3.5	3.91	4.29	3.5	3.39	4.29	3.5	3.89	4.29	3.5	4.19	4.29	3.5	4.14	4.29	3.5	3.65	4.29	3.5	4.17	4.29	3.5	3.97	4.29
ARHGEF7-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF7-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
ARHGEF7-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF9	1.85	1.85	1.2	1.2	1.85	1.2	2.73	1.85	1.2	1.88	1.85	1.2	1.12	1.85	1.2	0.99	1.85	1.2	0.69	1.85	1.2	2.41	1.85	1.2	0.95	1.85	1.2	3.12	1.85
ARHGEF9-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID1A	3.1	3.1	4	4	3.1	4	3.63	3.1	4	3.62	3.1	4	3.43	3.1	4	3.48	3.1	4	3.37	3.1	4	3.51	3.1	4	3.83	3.1	4	3.75	3.1
ARID1B	2.31	2.31	2.43	2.43	2.31	2.43	2.53	2.31	2.43	2.08	2.31	2.43	2.61	2.31	2.43	2.43	2.31	2.43	2.26	2.31	2.43	2.18	2.31	2.43	2.71	2.31	2.43	2.53	2.31
ARID2	1.66	1.66	1.4	1.4	1.66	1.4	1.37	1.66	1.4	1.3	1.66	1.4	1.51	1.66	1.4	1.37	1.66	1.4	1.16	1.66	1.4	1.27	1.66	1.4	1.45	1.66	1.4	1.55	1.66
ARID3A	1.89	1.89	1.68	1.68	1.89	1.68	0.47	1.89	1.68	1.71	1.89	1.68	0.64	1.89	1.68	1.13	1.89	1.68	1.05	1.89	1.68	1.11	1.89	1.68	2.36	1.89	1.68	0.38	1.89
ARID3B	1	1	0.18	0.18	1	0.18	0.39	1	0.18	1.29	1	0.18	0.27	1	0.18	0.71	1	0.18	0.44	1	0.18	0.54	1	0.18	0.58	1	0.18	0.41	1
ARID3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID4A	2.98	2.98	2.56	2.56	2.98	2.56	2.85	2.98	2.56	2.55	2.98	2.56	2.7	2.98	2.56	2.94	2.98	2.56	2.4	2.98	2.56	2.51	2.98	2.56	2.9	2.98	2.56	2.49	2.98
ARID4B	2.43	2.43	2.19	2.19	2.43	2.19	2.73	2.43	2.19	2.1	2.43	2.19	2.53	2.43	2.19	2.53	2.43	2.19	2.16	2.43	2.19	2.38	2.43	2.19	2.37	2.43	2.19	2.24	2.43
ARID4B-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID5A	4.94	4.94	3.87	3.87	4.94	3.87	4.78	4.94	3.87	4.71	4.94	3.87	3.33	4.94	3.87	3.9	4.94	3.87	4.74	4.94	3.87	4.09	4.94	3.87	3.44	4.94	3.87	5.03	4.94
ARID5B	4.69	4.69	4.18	4.18	4.69	4.18	4.28	4.69	4.18	4.31	4.69	4.18	4.46	4.69	4.18	4.3	4.69	4.18	4.47	4.69	4.18	4.77	4.69	4.18	4.75	4.69	4.18	4.02	4.69
ARIH1	3.7	3.7	3.25	3.25	3.7	3.25	3.57	3.7	3.25	3.47	3.7	3.25	3.44	3.7	3.25	3.42	3.7	3.25	3.44	3.7	3.25	3.25	3.7	3.25	3.63	3.7	3.25	3.3	3.7
ARIH2	2.84	2.84	3.11	3.11	2.84	3.11	3.03	2.84	3.11	2.87	2.84	3.11	3.33	2.84	3.11	3.68	2.84	3.11	3.56	2.84	3.11	3.01	2.84	3.11	3.32	2.84	3.11	2.94	2.84
ARIH2OS	0.79	0.79	0.33	0.33	0.79	0.33	0.5	0.79	0.33	0.35	0.79	0.33	0.51	0.79	0.33	0.25	0.79	0.33	0	0.79	0.33	0.72	0.79	0.33	0.63	0.79	0.33	0	0.79
ARL1	3.09	3.09	3.26	3.26	3.09	3.26	3.92	3.09	3.26	3.61	3.09	3.26	3.33	3.09	3.26	3.4	3.09	3.26	3.31	3.09	3.26	3.89	3.09	3.26	3.27	3.09	3.26	3.77	3.09
ARL10	0.56	0.56	0.27	0.27	0.56	0.27	1.45	0.56	0.27	0.49	0.56	0.27	0	0.56	0.27	0.44	0.56	0.27	0	0.56	0.27	1.17	0.56	0.27	0.19	0.56	0.27	1.56	0.56
ARL11	0	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL13A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL13B	1.56	1.56	1.37	1.37	1.56	1.37	2.14	1.56	1.37	1.52	1.56	1.37	1.61	1.56	1.37	1.48	1.56	1.37	1.91	1.56	1.37	1.51	1.56	1.37	1.68	1.56	1.37	1.44	1.56
ARL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL14EP	1.88	1.88	1.83	1.83	1.88	1.83	1.96	1.88	1.83	1.71	1.88	1.83	1.39	1.88	1.83	1.63	1.88	1.83	1.81	1.88	1.83	2.32	1.88	1.83	1.51	1.88	1.83	1.73	1.88
ARL14EPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL15	1.57	1.57	1.79	1.79	1.57	1.79	3.07	1.57	1.79	2.19	1.57	1.79	2.37	1.57	1.79	2.42	1.57	1.79	2.87	1.57	1.79	2.66	1.57	1.79	1.62	1.57	1.79	2.48	1.57
ARL16	3.35	3.35	2.87	2.87	3.35	2.87	3.26	3.35	2.87	3.37	3.35	2.87	2.85	3.35	2.87	3.32	3.35	2.87	3.13	3.35	2.87	2.72	3.35	2.87	3.34	3.35	2.87	3.21	3.35
ARL17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL17B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL2	4.87	4.87	5.46	5.46	4.87	5.46	5.47	4.87	5.46	4.87	4.87	5.46	4.79	4.87	5.46	4.98	4.87	5.46	4.96	4.87	5.46	5.26	4.87	5.46	5.32	4.87	5.46	5.15	4.87
ARL2BP	4.03	4.03	4.14	4.14	4.03	4.14	4.69	4.03	4.14	4.25	4.03	4.14	4.3	4.03	4.14	4.5	4.03	4.14	4.4	4.03	4.14	4.69	4.03	4.14	4.02	4.03	4.14	4.44	4.03
ARL3	2.97	2.97	2.56	2.56	2.97	2.56	3.11	2.97	2.56	2.53	2.97	2.56	1.86	2.97	2.56	1.36	2.97	2.56	2.29	2.97	2.56	2.85	2.97	2.56	2.42	2.97	2.56	2.85	2.97
ARL4A	3.38	3.38	2.74	2.74	3.38	2.74	3.3	3.38	2.74	2.9	3.38	2.74	2.86	3.38	2.74	3.1	3.38	2.74	3.12	3.38	2.74	3.46	3.38	2.74	2.78	3.38	2.74	1.71	3.38
ARL4C	4	4	3.8	3.8	4	3.8	3.41	4	3.8	4.67	4	3.8	2.1	4	3.8	1.62	4	3.8	2.16	4	3.8	3.81	4	3.8	2.55	4	3.8	2.01	4
ARL4D	1.97	1.97	2.71	2.71	1.97	2.71	3.42	1.97	2.71	2.62	1.97	2.71	0.74	1.97	2.71	1.06	1.97	2.71	1.36	1.97	2.71	2.15	1.97	2.71	2.31	1.97	2.71	3.14	1.97
ARL5A	2.31	2.31	2.23	2.23	2.31	2.23	2.76	2.31	2.23	2.42	2.31	2.23	2.53	2.31	2.23	2.47	2.31	2.23	2.6	2.31	2.23	2.31	2.31	2.23	2.18	2.31	2.23	2.38	2.31
ARL5B	1.99	1.99	1.47	1.47	1.99	1.47	1.52	1.99	1.47	3.09	1.99	1.47	1.59	1.99	1.47	1.99	1.99	1.47	3.46	1.99	1.47	1.88	1.99	1.47	1.62	1.99	1.47	1.97	1.99
ARL5B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL5C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6	0	0	0.12	0.12	0	0.12	0.8	0	0.12	0	0	0.12	0.05	0	0.12	0	0	0.12	0	0	0.12	0.22	0	0.12	0	0	0.12	0	0
ARL6IP1	5.02	5.02	5.14	5.14	5.02	5.14	4.95	5.02	5.14	5.08	5.02	5.14	5.67	5.02	5.14	5.87	5.02	5.14	5.62	5.02	5.14	5.36	5.02	5.14	6.04	5.02	5.14	4.28	5.02
ARL6IP4	5.01	5.01	5	5	5.01	5	5.08	5.01	5	5.06	5.01	5	4.65	5.01	5	4.87	5.01	5	4.52	5.01	5	5	5.01	5	4.91	5.01	5	4.95	5.01
ARL6IP5	5.55	5.55	6.03	6.03	5.55	6.03	5.93	5.55	6.03	5.92	5.55	6.03	5.7	5.55	6.03	6.07	5.55	6.03	5.95	5.55	6.03	6.26	5.55	6.03	5.56	5.55	6.03	5.64	5.55
ARL6IP6	2.69	2.69	2.33	2.33	2.69	2.33	2.79	2.69	2.33	2.55	2.69	2.33	2.41	2.69	2.33	2.79	2.69	2.33	2.55	2.69	2.33	2.51	2.69	2.33	2.76	2.69	2.33	1.97	2.69
ARL8A	4.88	4.88	4.77	4.77	4.88	4.77	4.53	4.88	4.77	4.76	4.88	4.77	4.45	4.88	4.77	4.6	4.88	4.77	4.63	4.88	4.77	4.35	4.88	4.77	4.89	4.88	4.77	4.47	4.88
