GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
C20orf78	A	A	A	A	A	A	A	A	A	A
C20orf85	A	A	A	A	A	A	A	A	A	A
C20orf96	A	A	A	A	A	A	A	A	A	A
C21orf119	P	P	A	A	A	A	A	P	P	A
C21orf128	A	A	A	A	A	A	A	A	A	A
C21orf15	A	A	A	A	A	A	A	A	A	A
C21orf2	P	P	A	A	P	A	M	P	P	A
C21orf33	P	P	P	P	P	P	P	P	P	P
C21orf37	A	A	A	P	A	A	A	P	A	A
C21orf49	P	P	A	A	P	A	P	P	P	M
C21orf58	P	A	A	M	P	A	A	A	A	P
C21orf59	P	P	P	P	P	P	P	P	P	P
C21orf62	A	A	A	A	A	A	A	A	A	A
C21orf67	A	A	A	A	A	A	A	A	A	A
C21orf88	A	A	A	A	A	A	P	A	A	A
C21orf90	A	A	A	A	A	A	A	A	P	A
C21orf91	P	P	P	A	P	P	P	P	P	P
C21orf91-OT1	A	A	A	A	A	A	A	A	A	P
C22orf15	A	A	A	A	A	A	A	A	A	A
C22orf23	A	A	A	A	A	A	A	A	A	A
C22orf24	A	A	A	A	A	A	A	A	A	M
C22orf29	P	A	P	A	P	P	P	P	P	A
C22orf31	P	P	A	P	P	A	A	A	A	A
C22orf34	A	A	A	A	A	A	A	A	P	A
C22orf39	P	P	P	P	P	P	P	P	P	P
C22orf42	A	A	A	A	A	A	P	A	A	A
C22orf46	P	A	A	A	A	A	A	A	A	A
C2CD2	P	P	A	A	P	P	P	P	P	A
C2CD2L	A	M	A	A	A	A	A	A	A	A
C2CD3	P	P	P	P	P	P	P	P	P	P
C2CD4A	A	A	A	A	A	A	A	A	A	A
C2CD4B	A	A	A	A	A	A	A	A	A	P
C2CD4C	A	A	A	A	A	A	A	A	A	A
C2CD5	P	P	P	P	P	P	P	P	P	P
C2orf15	A	A	A	A	A	A	A	A	A	A
C2orf16	A	A	A	A	P	A	A	A	A	A
C2orf27A	P	P	A	A	A	A	A	A	A	A
C2orf40	A	A	A	A	A	A	A	A	A	A
C2orf42	P	P	P	P	P	P	P	P	P	P
C2orf43	P	P	P	A	P	P	A	P	P	P
C2orf44	P	A	P	A	P	A	A	A	P	A
C2orf47	P	P	P	P	P	P	P	P	P	P
C2orf49	P	P	P	P	P	P	P	P	P	P
C2orf50	A	A	A	A	A	A	A	A	A	A
C2orf54	A	A	A	A	A	A	A	A	M	A
C2orf57	A	A	A	A	A	A	A	A	A	A
C2orf61	A	A	A	A	A	A	A	A	A	A
C2orf68	P	P	P	M	P	P	P	P	P	P
C2orf69	P	P	P	P	P	P	P	P	P	P
C2orf70	A	A	A	A	A	A	A	A	A	A
C2orf71	A	A	A	A	A	A	A	A	A	A
C2orf72	M	A	A	A	A	A	A	P	P	A
C2orf73	A	A	A	A	A	A	A	P	A	M
C2orf74	P	P	P	A	P	P	P	P	P	P
C2orf76	P	P	P	P	P	P	A	P	P	P
C2orf80	A	A	A	A	A	A	A	A	A	A
C2orf81	P	A	A	A	M	P	A	A	A	A
C2orf82	A	A	A	A	A	A	A	A	A	A
C2orf83	A	A	A	A	A	A	A	A	A	A
C2orf88	A	P	P	P	P	A	P	A	P	A
C3	A	A	A	A	A	A	A	A	A	A
C3AR1	P	P	A	P	P	P	P	P	P	P
C3orf14	P	P	P	P	P	P	P	A	A	A
C3orf17	P	P	P	P	P	P	P	P	P	P
C3orf18	A	A	A	A	A	A	A	A	A	A
C3orf20	A	A	A	A	A	A	A	A	A	A
C3orf22	A	A	A	A	A	A	A	A	A	A
C3orf27	A	A	A	A	A	A	A	A	A	A
C3orf30	A	A	A	A	A	A	A	A	A	A
C3orf33	A	P	A	A	P	A	P	A	A	A
C3orf35	A	A	A	A	A	A	A	A	A	A
C3orf36	A	A	A	A	A	A	A	A	A	A
C3orf38	P	P	P	P	P	P	P	P	P	P
C3orf43	A	A	A	A	A	A	A	M	A	A
C3orf49	A	A	A	A	P	A	A	A	A	A
C3orf52	A	P	P	A	P	P	A	A	A	P
C3orf55	P	A	A	A	A	A	A	A	A	A
C3orf56	A	A	A	A	A	A	A	A	A	A
C3orf58	P	P	P	A	P	P	P	P	P	P
C3orf62	P	P	P	P	P	P	P	P	P	P
C3orf65	A	A	A	A	A	A	A	P	A	A
C3orf67	P	A	A	A	A	A	A	A	P	A
C3orf70	P	A	A	A	A	A	A	A	A	A
C3orf79	A	A	A	A	A	A	A	A	A	A
C3orf80	A	A	A	A	A	A	P	A	A	A
C3P1	A	A	A	A	A	A	A	A	A	A
C4A	P	P	A	P	P	A	P	P	P	P
C4BPA	A	A	A	A	A	A	A	A	A	A
C4BPB	A	A	A	A	A	A	A	A	A	A
C4orf17	A	A	A	A	A	A	A	A	A	A
C4orf19	A	A	A	A	A	A	A	A	A	A
C4orf22	A	A	A	A	A	P	A	A	A	A
C4orf26	A	A	A	A	A	A	A	A	A	A
C4orf27	P	P	P	P	P	P	P	P	P	P
C4orf29	P	P	P	A	P	P	P	P	P	P
C4orf3	P	P	P	P	P	P	P	P	P	P
C4orf32	P	P	P	P	P	P	P	P	P	P
C4orf33	P	P	A	A	P	P	P	P	P	P
C4orf36	A	A	A	A	A	A	A	A	A	A
C4orf45	A	A	A	A	A	A	A	A	A	A
C4orf46	P	P	P	P	P	P	P	P	P	P
C4orf47	A	A	A	A	A	A	A	A	A	A
C4orf48	P	P	P	P	P	P	P	P	P	P
C4orf6	A	A	A	A	A	A	A	A	A	A
C5	P	P	A	P	P	P	A	P	P	P
C5AR1	A	P	A	P	P	P	P	P	A	P
C5AR2	A	A	A	A	A	A	A	A	A	A
C5orf15	P	P	P	P	P	P	P	P	P	P
C5orf17	A	A	A	A	A	A	A	A	A	A
C5orf20	A	A	A	A	A	A	A	A	A	A
C5orf22	P	P	P	P	P	P	P	P	P	P
C5orf24	P	P	P	P	P	P	P	P	P	P
C5orf27	P	A	A	A	A	P	P	A	A	A
C5orf28	P	P	P	A	P	P	P	P	P	P
C5orf30	P	P	P	A	P	P	P	P	P	P
C5orf34	P	M	P	A	P	P	P	P	P	P
C5orf42	A	A	A	A	A	A	A	P	P	A
C5orf45	A	A	A	A	A	A	A	A	A	A
C5orf46	A	A	A	A	A	A	A	A	A	A
C5orf47	A	M	A	A	A	A	M	A	A	A
C5orf49	A	A	A	A	A	A	A	A	A	A
C5orf51	P	P	P	A	P	P	P	P	P	P
C5orf55	A	A	A	A	A	P	A	A	A	A
C5orf56	P	P	A	P	P	P	P	P	P	P
C5orf58	A	A	A	A	A	A	A	A	A	A
C5orf63	P	P	A	P	P	P	A	P	P	P
C5orf64	A	A	A	A	A	A	A	A	A	A
C5orf66	P	A	P	P	P	P	P	P	P	P
C5orf66-AS1	A	A	A	A	A	A	A	A	A	A
C6	A	A	A	A	A	A	A	A	A	A
C6orf1	A	A	A	A	A	A	A	M	M	A
C6orf10	A	A	A	A	A	A	A	A	A	A
C6orf106	P	P	P	P	P	P	P	P	P	P
C6orf118	A	M	A	A	A	A	A	A	A	A
C6orf120	P	P	P	P	P	P	P	P	P	P
C6orf123	A	A	A	A	A	A	A	A	A	A
C6orf132	A	A	A	P	A	A	A	A	A	A
C6orf136	P	P	P	A	P	P	P	P	P	P
C6orf141	P	A	A	A	A	A	A	A	M	P
C6orf147	P	A	A	P	A	A	A	A	A	A
C6orf15	A	A	A	A	A	A	A	A	A	A
C6orf163	A	A	A	A	A	A	P	A	P	P
C6orf164	A	A	A	A	A	A	A	A	A	A
C6orf165	A	A	A	A	A	A	A	A	A	A
C6orf195	A	A	A	A	A	A	P	A	A	A
C6orf201	A	A	A	A	A	A	A	A	A	A
C6orf203	P	P	P	A	P	P	P	P	P	P
C6orf211	P	P	P	P	P	P	P	P	P	P
C6orf223	A	A	A	A	A	A	A	A	A	A
C6orf226	P	P	P	A	P	A	A	P	P	P
C6orf25	A	A	A	A	A	A	A	A	A	A
C6orf47	P	A	A	A	P	A	P	P	P	P
C6orf48	P	P	P	P	P	P	P	P	P	P
C6orf52	A	A	A	A	A	A	A	A	A	A
C6orf57	P	P	P	A	P	P	A	P	P	P
C6orf58	A	A	A	A	A	A	A	A	A	A
C6orf62	P	P	P	P	P	P	P	P	P	P
C6orf89	P	P	P	P	P	P	P	P	P	P
C6orf99	A	A	P	A	P	A	A	A	A	A
C7	A	A	P	A	P	A	P	A	A	A
C7orf13	P	P	A	A	A	P	A	P	P	A
C7orf25	P	P	A	A	P	M	P	P	P	P
C7orf26	P	P	P	P	P	P	P	P	P	P
C7orf31	P	P	A	A	P	P	A	P	P	P
C7orf33	A	A	A	A	A	A	A	A	A	A
C7orf34	A	A	A	A	A	A	A	A	A	A
C7orf43	P	A	A	A	P	P	P	P	A	P
C7orf49	P	P	P	P	P	P	P	P	P	P
C7orf50	P	P	P	A	P	P	P	P	A	A
C7orf55	P	P	P	P	P	P	P	P	P	P
C7orf55-LUC7L2	P	P	P	P	P	P	P	P	P	P
C7orf57	P	A	A	A	P	A	A	A	P	P
C7orf60	P	P	P	P	P	P	P	P	P	P
C7orf61	A	A	A	A	A	P	A	A	P	P
C7orf62	A	A	A	A	A	A	A	A	A	A
C7orf63	A	A	A	P	A	A	A	A	A	A
C7orf69	A	A	A	A	A	A	A	A	A	A
C7orf71	A	A	A	A	A	A	A	A	A	A
C7orf73	P	P	P	P	P	P	P	P	P	P
C8A	A	A	A	A	A	A	A	A	A	A
C8B	A	A	A	A	A	A	A	A	A	A
C8G	A	A	A	A	A	A	A	A	A	A
C8orf12	A	A	A	A	A	A	A	A	A	A
C8orf17	A	A	A	A	A	A	A	A	A	A
C8orf22	A	A	A	A	A	A	A	A	A	A
C8orf31	A	A	A	A	A	A	A	A	A	A
C8orf33	P	P	P	P	P	P	P	P	P	P
C8orf34	A	A	A	A	A	A	A	A	A	A
C8orf37	P	A	A	A	P	P	A	P	P	A
C8orf4	A	A	A	P	A	A	A	A	A	A
C8orf44	P	A	A	A	P	A	A	P	P	A
C8orf44-SGK3	P	P	P	P	P	P	P	P	P	P
C8orf46	A	A	A	A	A	A	A	A	A	A
C8orf48	A	P	A	A	A	A	A	A	A	A
C8orf49	A	A	A	A	A	A	A	A	A	A
C8orf58	P	P	A	A	P	A	A	P	P	A
C8orf59	P	P	P	P	P	P	P	P	P	P
C8orf60	A	P	A	P	P	M	P	P	P	P
C8orf66	A	A	A	A	A	A	A	A	A	A
C8orf74	A	A	A	A	A	A	A	A	A	A
C8orf76	P	P	P	A	P	P	P	P	P	P
C8orf82	P	P	P	P	P	P	P	P	P	P
C8orf88	P	P	P	P	P	P	P	P	A	P
C9	P	A	A	A	P	A	A	A	A	A
C9orf114	P	P	P	M	P	P	P	P	P	P
C9orf116	A	A	A	A	A	A	A	A	A	A
C9orf117	A	P	A	A	A	A	M	P	A	P
C9orf131	A	A	A	A	A	A	A	A	A	A
C9orf135	A	A	A	A	A	A	A	A	A	A
C9orf135-AS1	A	A	A	A	P	A	P	A	A	A
C9orf142	P	P	P	A	P	P	P	P	P	P
C9orf152	A	A	A	A	A	A	P	A	P	A
C9orf156	P	P	A	P	P	P	P	P	P	P
C9orf16	P	P	P	P	P	P	P	P	P	P
C9orf163	A	A	A	A	A	A	A	A	A	A
C9orf172	A	A	A	A	A	A	A	A	A	A
C9orf173	A	A	A	A	P	A	A	A	A	A
C9orf24	A	A	A	A	A	A	A	M	A	A
C9orf3	A	A	A	A	P	A	A	A	A	A
C9orf37	A	A	P	P	A	A	A	A	A	A
C9orf38	A	A	A	A	A	A	P	A	P	A
C9orf40	P	P	P	P	P	P	P	A	P	P
C9orf41	P	P	P	A	P	P	P	P	P	P
C9orf43	A	A	A	P	A	P	P	A	A	A
C9orf47	A	A	A	A	A	A	A	A	A	A
C9orf50	A	A	A	A	A	A	A	A	A	A
C9orf53	A	A	A	A	A	A	A	A	A	A
C9orf57	A	P	A	A	A	A	A	A	A	A
C9orf62	A	A	A	A	A	A	A	A	A	A
C9orf64	P	P	P	P	P	P	A	P	P	P
C9orf66	A	A	A	A	A	A	A	P	A	A
C9orf69	P	P	P	A	P	P	P	P	P	P
C9orf72	P	P	P	P	P	P	P	P	P	P
C9orf78	P	P	P	P	P	P	P	P	P	P
C9orf84	A	A	A	A	A	A	A	A	A	A
C9orf85	P	P	A	A	A	P	A	P	P	P
C9orf89	P	P	P	P	P	P	P	P	P	P
C9orf9	P	P	A	M	P	P	P	P	P	P
C9orf91	P	P	P	A	P	P	P	P	P	P
CA1	P	P	P	P	P	P	P	P	P	P
CA10	A	A	A	A	P	A	A	A	A	A
CA11	P	P	A	A	A	A	P	P	P	A
CA12	A	A	A	A	M	A	A	A	A	M
CA13	A	A	A	A	P	A	A	P	A	A
CA14	A	A	A	A	A	A	A	A	A	A
CA2	P	P	P	P	P	P	P	P	P	P
CA3	A	A	A	P	A	A	P	A	A	A
CA4	M	A	A	P	P	A	P	P	A	P
CA5A	A	A	A	A	A	A	A	A	A	A
CA5B	P	P	P	A	P	P	P	P	P	P
CA5BP1	P	P	P	P	P	P	P	P	P	P
CA6	A	A	A	A	A	A	A	A	A	A
CA7	A	A	A	A	A	A	A	A	A	A
CA8	P	A	A	P	P	A	A	A	A	A
CA9	A	A	A	A	A	A	A	P	A	P
CAAP1	P	P	P	A	P	P	P	P	P	P
CAB39	P	P	P	P	P	P	P	P	P	P
CAB39L	P	P	P	A	P	P	P	P	P	P
CABIN1	P	P	P	P	P	P	P	P	P	P
CABLES1	P	A	A	P	P	P	P	A	P	P
CABLES2	P	P	P	A	P	P	P	A	P	P
CABP1	A	A	A	A	A	A	A	A	A	A
CABP2	A	A	A	A	A	A	A	A	A	A
CABP4	A	P	A	P	P	A	P	P	P	A
CABP5	A	A	A	A	A	A	A	A	A	A
CABP7	A	A	A	A	A	A	A	A	A	A
CABS1	A	A	A	A	A	A	A	A	A	A
CABYR	P	P	A	A	A	P	P	A	P	A
CACFD1	P	P	A	P	A	A	P	P	P	P
CACHD1	A	A	A	A	A	M	A	P	P	P
CACNA1A	P	P	A	P	P	P	P	P	P	P
CACNA1B	A	A	A	A	A	A	A	A	A	A
CACNA1C	A	A	A	A	A	A	A	A	A	A
CACNA1D	A	A	P	A	M	A	A	P	P	A
CACNA1E	A	A	A	P	A	A	A	A	A	A
CACNA1F	A	A	A	A	A	A	A	A	A	A
CACNA1G	A	P	A	A	A	A	M	A	A	A
CACNA1G-AS1	A	A	P	M	A	A	A	P	P	A
CACNA1H	A	A	P	A	A	A	A	A	A	A
CACNA1I	P	P	A	A	A	A	P	A	P	A
CACNA1S	A	A	A	A	A	A	A	A	A	A
CACNA2D1	A	A	A	A	A	A	A	A	A	P
CACNA2D2	A	A	A	A	A	A	A	A	P	A
CACNA2D3	A	A	A	A	A	A	A	A	A	A
CACNA2D4	P	P	A	P	P	P	P	P	P	P
CACNB1	M	A	A	A	A	P	A	A	P	A
CACNB2	A	A	P	A	P	A	A	A	P	A
CACNB3	A	M	A	A	P	P	A	P	P	P
CACNB4	A	A	A	A	A	A	A	A	A	A
CACNG1	A	A	A	A	A	A	A	A	A	A
CACNG2	A	A	A	A	A	A	A	A	A	A
CACNG3	A	A	A	A	A	A	A	A	A	A
CACNG4	A	A	A	P	A	A	A	A	A	A
CACNG5	A	A	A	A	A	P	A	A	P	P
CACNG6	P	P	A	A	P	P	P	P	P	A
CACNG7	A	A	A	A	A	A	A	A	A	A
CACNG8	A	A	A	A	A	A	A	A	A	P
CACTIN	P	P	P	P	P	P	P	P	P	P
CACUL1	P	P	P	P	P	P	P	P	P	P
CACYBP	P	P	P	P	P	P	P	P	P	P
CAD	P	P	P	P	P	P	P	P	P	P
CADM1	P	P	P	M	P	P	P	A	P	A
CADM2	A	P	A	P	A	A	P	P	P	P
CADM2-AS1	A	A	A	A	A	A	A	A	A	A
CADM3	A	A	A	A	A	P	A	P	A	A
CADM3-AS1	A	A	A	A	A	A	A	A	A	A
CADM4	A	A	A	A	P	A	A	A	A	A
CADPS	A	A	P	A	P	P	A	A	P	A
CADPS2	A	A	A	A	A	A	A	A	A	A
CAGE1	A	A	A	A	A	A	A	A	A	A
CAHM	A	P	A	P	P	A	A	P	P	P
CALB1	A	A	A	A	A	A	A	A	A	A
CALB2	A	A	A	A	A	A	A	A	A	A
CALCA	A	A	A	A	A	A	A	A	A	A
CALCB	A	A	A	A	A	A	A	A	A	A
CALCOCO1	P	A	A	P	P	P	P	P	P	P
CALCOCO2	P	P	P	P	P	P	P	P	P	P
CALCR	A	A	A	A	A	A	A	A	A	A
CALCRL	P	A	A	A	A	A	A	A	A	A
CALD1	P	A	A	A	P	A	P	A	A	A
CALHM1	A	P	P	A	P	P	P	A	P	A
CALHM2	A	P	A	P	P	P	P	P	P	P
CALHM3	A	A	A	A	A	A	A	A	A	A
CALM1	P	P	P	P	P	P	P	P	P	P
CALML3	A	A	P	P	P	A	A	A	A	A
CALML4	P	P	P	P	P	P	P	P	P	P
CALML5	A	A	A	A	A	A	A	A	A	A
CALML6	A	A	A	A	A	A	A	A	A	A
CALN1	A	A	A	P	A	A	P	A	A	A
CALR	P	P	P	P	P	P	P	P	P	P
CALR3	A	A	A	A	A	A	A	A	A	A
CALU	P	P	P	M	P	P	P	P	P	P
CALY	A	A	A	A	A	A	A	A	A	A
CAMK1	A	A	A	A	A	A	A	A	A	A
CAMK1D	A	P	P	A	P	P	P	P	P	P
CAMK1G	A	A	A	A	A	A	A	A	A	P
CAMK2A	A	A	A	A	A	A	A	A	A	A
CAMK2B	P	A	A	A	A	A	P	P	P	A
CAMK2D	P	P	P	P	P	P	P	P	P	P
CAMK2G	P	P	P	P	P	P	P	P	P	P
CAMK2N1	A	P	P	A	A	A	P	A	A	A
CAMK2N2	M	A	A	A	P	A	A	A	P	M
CAMK4	P	P	P	P	P	P	P	P	P	A
CAMKK1	A	P	A	A	P	P	P	P	A	P
CAMKK2	P	P	P	P	P	P	P	P	P	P
CAMKMT	P	A	P	A	P	P	A	A	P	P
CAMKV	A	A	A	A	A	A	A	A	A	A
CAMLG	P	P	P	P	P	P	P	P	P	P
CAMP	A	P	P	P	P	A	P	P	A	P
CAMSAP1	P	P	P	P	P	P	P	P	P	P
CAMSAP2	P	P	A	A	P	P	M	P	P	P
CAMSAP3	A	A	A	A	P	A	A	A	A	A
CAMTA1	P	P	P	P	P	P	P	P	P	P
CAMTA2	P	P	P	P	P	P	P	P	P	P
CAND1	P	P	P	P	P	P	P	P	P	P
CAND1.11	A	A	A	A	A	A	A	A	A	A
CAND2	P	P	P	A	A	A	A	A	A	A
CANT1	P	P	P	P	P	P	P	P	P	P
CANX	P	P	P	P	P	P	P	P	P	P
CAP1	P	P	P	P	P	P	P	P	P	P
CAP2	A	A	A	A	A	A	A	P	P	P
CAPG	P	P	A	P	P	P	P	P	P	P
CAPN1	P	P	P	P	P	P	P	P	P	P
CAPN10	P	P	P	A	P	P	A	P	P	A
CAPN10-AS1	P	A	A	A	A	P	A	P	P	A
CAPN11	A	A	A	A	A	A	A	P	A	A
CAPN12	A	A	A	A	P	P	A	P	A	A
CAPN13	A	A	A	A	A	A	A	P	A	A
CAPN14	A	A	A	A	A	A	A	P	P	A
CAPN15	P	P	P	P	P	P	P	P	P	P
CAPN2	P	P	P	P	P	P	P	P	P	P
CAPN3	P	P	P	P	P	P	P	P	P	P
CAPN5	A	A	P	A	A	A	P	A	P	A
CAPN6	A	A	A	A	A	A	A	A	A	P
CAPN7	P	P	P	P	P	P	P	P	P	P
CAPN8	A	A	A	A	A	A	A	A	A	A
CAPN9	A	A	A	A	A	A	A	A	A	A
CAPNS1	P	P	P	P	P	P	P	P	P	P
CAPNS2	A	A	A	A	A	A	A	A	A	A
CAPRIN1	P	P	P	P	P	P	P	P	P	P
CAPRIN2	P	P	P	P	P	P	P	P	P	P
CAPS	A	A	A	A	P	A	A	P	P	P
CAPS2	P	P	A	A	A	A	P	A	A	A
CAPSL	A	A	A	A	P	A	A	P	P	P
CAPZA1	P	P	P	P	P	P	P	P	P	P
CAPZA2	P	P	P	P	P	P	P	P	P	P
CAPZA3	A	A	A	A	A	A	A	A	A	A
CAPZB	P	P	P	P	P	P	P	P	P	P
CARD10	A	A	A	A	A	A	A	A	A	A
CARD11	P	P	P	P	P	P	A	A	A	A
CARD14	A	A	A	A	A	A	A	A	A	A
CARD16	P	P	P	P	P	P	P	P	P	P
CARD18	A	A	A	A	A	A	A	A	A	A
CARD6	P	A	A	A	A	A	P	P	P	A
CARD8	P	P	P	P	P	P	P	P	P	P
CARD9	A	A	A	A	A	A	P	P	P	M
CARF	A	P	P	A	P	P	P	P	P	A
CARHSP1	P	P	P	P	P	P	P	P	P	P
CARKD	P	P	P	A	P	P	P	P	A	A
CARM1	P	P	P	P	P	P	P	P	P	P
CARNS1	P	P	P	P	A	P	A	A	P	A
CARS	P	P	P	P	P	P	P	P	P	P
CARS2	P	P	P	P	P	P	P	P	P	P
CARS-AS1	A	A	A	A	A	A	A	A	A	A
CARTPT	A	A	A	A	A	A	A	A	A	A
CASC1	A	A	A	A	A	A	A	P	M	A
CASC10	A	A	A	A	A	A	A	A	P	A
CASC11	A	A	A	A	A	A	A	A	A	A
CASC14	A	A	P	P	A	A	P	A	P	A
CASC15	A	A	A	A	A	A	A	P	P	P
CASC16	P	A	A	A	A	A	A	A	A	A
CASC17	P	P	A	A	A	A	P	A	A	A
CASC18	A	A	A	A	A	A	A	A	A	A
CASC2	A	A	P	A	A	A	A	A	A	A
CASC22	A	P	A	A	A	A	A	M	A	A
CASC3	P	P	P	P	P	P	P	P	P	P
CASC4	P	P	P	P	P	P	P	P	P	P
CASC5	P	P	P	A	P	P	P	P	P	P
CASC6	A	A	A	A	A	A	A	A	A	A
CASC7	P	P	A	A	P	P	P	P	P	A
CASD1	P	P	P	A	P	P	P	P	P	P
CASK	P	P	P	A	P	P	P	A	P	P
CASKIN1	A	A	A	A	A	A	A	A	A	A
CASKIN2	A	A	A	A	A	A	A	A	A	A
CASP1	P	P	P	P	P	P	P	P	P	P
CASP10	P	A	A	A	P	P	P	P	P	A
CASP12	A	A	A	A	A	A	A	A	A	A
CASP14	A	A	A	A	A	A	A	A	A	A
CASP16	A	A	A	P	A	A	A	A	A	A
CASP2	P	P	P	P	P	P	P	P	P	P
CASP3	P	P	P	P	P	P	P	P	P	P
CASP4	P	P	A	P	P	P	P	P	P	P
CASP5	A	P	A	P	A	P	P	P	M	A
CASP6	P	P	P	A	P	P	P	P	P	P
CASP7	P	P	P	A	P	P	P	P	P	P
CASP8	P	P	P	P	P	P	P	P	P	P
CASP8AP2	P	P	P	A	P	P	P	P	P	P
CASP9	P	P	P	P	P	P	P	P	P	P
CASQ1	A	A	A	A	P	A	A	A	A	A
CASQ2	A	A	A	A	A	A	A	A	A	A
CASR	A	A	A	A	A	A	A	A	A	A
CASS4	A	A	A	A	A	A	P	A	P	P
CAST	P	P	P	P	P	P	P	P	P	P
CASZ1	P	P	M	A	P	M	P	P	P	P
CAT	P	P	P	P	P	P	P	P	P	P
CATIP-AS1	A	P	A	P	P	A	P	P	P	P
CATR1	A	A	A	A	A	A	A	A	A	A
CATSPER1	A	A	A	A	A	A	A	A	A	A
CATSPER2	P	A	A	A	A	A	M	P	P	A
CATSPER3	P	P	A	A	A	M	M	M	P	A
CATSPERB	A	A	A	A	A	A	A	A	A	A
CATSPERD	A	A	A	A	A	A	A	A	A	A
CATSPERG	A	A	A	A	A	A	A	A	A	A
CATX-1	A	A	P	A	A	A	A	A	A	A
CAV1	M	P	P	M	P	M	A	P	A	P
CAV2	A	P	A	A	P	A	M	A	P	P
CAV3	A	A	A	A	A	A	A	A	A	A
CBFA2T2	P	P	P	A	P	P	P	P	P	P
CBFA2T3	P	P	P	P	P	P	A	P	P	P
CBFB	P	P	P	P	P	P	P	P	P	P
CBL	P	P	P	P	P	P	P	P	P	P
CBLB	P	P	P	P	P	P	P	P	P	P
CBLC	A	A	A	A	A	A	A	A	A	A
CBLL1	P	P	P	P	P	P	P	P	P	P
CBLN1	A	A	A	A	A	A	A	A	A	A
CBLN2	A	A	P	A	A	A	A	A	A	A
CBLN3	P	A	A	A	A	P	A	A	P	A
CBLN4	A	A	A	A	A	A	A	A	A	A
CBR1	P	A	A	A	P	P	A	P	P	P
CBR3	A	A	A	A	A	A	A	A	A	A
CBR3-AS1	A	A	A	A	A	A	A	A	A	A
CBR4	P	P	P	P	P	P	P	P	P	P
CBS	A	A	P	P	A	A	A	A	A	A
CBWD1	P	P	P	P	P	P	P	P	P	P
CBX1	P	P	P	P	P	P	P	P	P	P
CBX2	P	P	P	A	P	P	A	P	P	P
CBX3	P	P	P	P	P	P	P	P	P	P
CBX3P2	A	A	A	A	P	A	A	P	P	A
CBX4	P	P	P	P	P	P	P	P	P	P
CBX5	P	P	P	P	P	P	P	P	P	P
CBX6	P	P	P	P	P	P	P	P	P	P
CBX7	P	A	A	A	P	P	P	P	P	A
CBX8	A	A	A	A	A	A	A	A	A	A
CBY1	M	A	A	A	A	A	A	A	A	A
CBY3	A	A	A	A	A	A	P	A	A	A
CC2D1A	P	P	P	P	P	P	P	P	P	P
CC2D1B	P	A	A	A	P	A	P	P	P	P
CC2D2A	P	A	A	A	A	A	A	A	P	M
CC2D2B	A	A	A	A	A	A	A	A	A	A
CCAR1	P	P	P	P	P	P	P	P	P	P
CCAR2	P	P	P	P	P	P	P	P	P	P
CCBE1	A	A	A	A	A	A	A	A	A	A
CCBL1	P	P	A	P	P	P	A	P	P	P
CCBL2	P	P	P	P	P	P	P	P	P	P
CCDC101	P	P	P	P	P	P	P	P	P	P
CCDC102A	P	A	A	A	A	A	A	P	P	P
CCDC102B	A	A	A	A	A	A	A	A	A	A
CCDC103	A	A	A	A	A	A	A	A	A	A
CCDC104	P	P	A	A	P	P	P	P	P	P
CCDC105	A	A	A	A	A	A	A	A	A	A
CCDC106	A	A	A	A	P	P	A	A	A	A
CCDC107	P	P	A	P	P	P	P	P	P	P
CCDC108	A	A	A	A	A	A	A	A	A	A
CCDC109B	P	P	P	P	P	P	P	P	P	P
CCDC11	A	A	P	A	A	A	A	A	A	A
CCDC110	A	A	A	A	A	A	A	A	A	A
CCDC112	P	P	P	P	P	P	P	P	A	P
CCDC113	A	A	A	A	A	A	P	A	P	A
CCDC114	A	A	A	A	A	A	A	A	A	A
CCDC115	P	P	P	P	P	P	P	P	P	P
CCDC116	A	A	A	A	A	A	A	A	A	A
CCDC117	P	P	P	P	P	P	P	P	P	P
CCDC12	P	P	P	P	P	P	P	P	P	P
CCDC120	A	A	A	A	A	A	A	A	A	A
CCDC121	A	A	P	A	A	A	A	A	A	P
CCDC122	A	A	A	A	P	A	A	A	A	A
CCDC124	P	P	P	A	P	P	A	A	P	P
CCDC125	P	M	M	A	P	P	P	P	P	P
CCDC126	P	P	P	A	P	P	P	P	P	P
CCDC127	P	P	P	P	P	P	P	P	P	P
CCDC129	P	A	A	M	A	A	M	A	A	P
CCDC13	A	A	A	A	A	A	A	A	M	A
CCDC130	P	P	P	P	P	P	P	P	P	P
CCDC132	P	P	P	P	P	P	P	P	P	P
CCDC134	P	P	P	A	P	P	P	P	P	P
CCDC135	A	A	A	A	A	A	A	A	A	A
CCDC136	P	A	P	A	P	A	A	P	P	A
CCDC137	P	P	P	P	P	P	P	P	P	P
CCDC138	P	M	A	A	P	P	P	P	P	P
CCDC13-AS1	A	A	A	A	A	A	A	A	A	A
CCDC14	P	P	P	A	P	P	P	P	P	P
CCDC140	A	A	A	A	A	A	A	A	A	A
CCDC141	P	P	A	P	A	P	P	P	P	A
CCDC142	P	P	P	P	P	P	P	P	P	P
CCDC144A	A	A	A	A	A	A	A	A	A	A
CCDC144CP	A	P	A	A	A	A	A	A	A	A
CCDC146	M	A	A	P	P	M	A	P	P	A
