GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous
DCAF8L1	0	0	0	0	0	0	0	0	0	0
DCAF8L2	0	0	0	0	0	0	0	0	0	0
DCAKD	3.79	3.79	3.49	3.49	3.79	3.49	3.57	3.79	3.49	3.55
DCBLD1	1.18	1.18	1.48	1.48	1.18	1.48	0.93	1.18	1.48	0.95
DCBLD2	1.84	1.84	1.47	1.47	1.84	1.47	1.7	1.84	1.47	1.47
DCC	0	0	0	0	0	0	0	0	0	0
DCD	8.44	8.44	0	0	8.44	0	0	8.44	0	0
DCDC1	0	0	0	0	0	0	0	0	0	0
DCDC2	0	0	0	0	0	0	0	0	0	0
DCDC2B	0	0	0	0	0	0	0	0	0	0
DCDC2C	0	0	0	0	0	0	0	0	0	0
DCHS1	3.74	3.74	3.02	3.02	3.74	3.02	2.8	3.74	3.02	2.59
DCHS2	0	0	0	0	0	0	0	0	0	0
DCK	2.02	2.02	2.46	2.46	2.02	2.46	2.65	2.02	2.46	2.58
DCLK1	2.34	2.34	3.54	3.54	2.34	3.54	3.64	2.34	3.54	2.67
DCLK2	2.6	2.6	0.48	0.48	2.6	0.48	1.5	2.6	0.48	1.06
DCLK3	0	0	0	0	0	0	0	0	0	0
DCLRE1A	0	0	0.01	0.01	0	0.01	0.42	0	0.01	0.06
DCLRE1B	1.25	1.25	1.42	1.42	1.25	1.42	1.98	1.25	1.42	1.57
DCLRE1C	1.7	1.7	0.88	0.88	1.7	0.88	1.29	1.7	0.88	0.88
DCN	9.55	9.55	9.07	9.07	9.55	9.07	9.14	9.55	9.07	8.31
DCP1A	2.49	2.49	2.82	2.82	2.49	2.82	2.79	2.49	2.82	2.32
DCP1B	2.14	2.14	1.96	1.96	2.14	1.96	2.74	2.14	1.96	1.93
DCP2	2.01	2.01	1.89	1.89	2.01	1.89	2.03	2.01	1.89	2.31
DCPS	1.05	1.05	1.75	1.75	1.05	1.75	1.77	1.05	1.75	1.14
DCST1	0	0	0	0	0	0	0	0	0	0
DCST2	0.61	0.61	0	0	0.61	0	0.97	0.61	0	0
DCSTAMP	0	0	0	0	0	0	0	0	0	4.32
DCT	0	0	0	0	0	0	0	0	0	0
DCTD	5.05	5.05	4.23	4.23	5.05	4.23	4.3	5.05	4.23	4.47
DCTN1	3.89	3.89	4.34	4.34	3.89	4.34	4.34	3.89	4.34	3.58
DCTN1-AS1	0	0	0	0	0	0	0	0	0	0
DCTN2	4.82	4.82	4.87	4.87	4.82	4.87	5.2	4.82	4.87	4.84
DCTN3	3.9	3.9	3.42	3.42	3.9	3.42	3.95	3.9	3.42	3.56
DCTN4	2.82	2.82	3.15	3.15	2.82	3.15	2.88	2.82	3.15	3.43
DCTN5	3.03	3.03	2.76	2.76	3.03	2.76	3.17	3.03	2.76	2.9
DCTN6	3.69	3.69	3.48	3.48	3.69	3.48	3.45	3.69	3.48	3.4
DCTPP1	3.43	3.43	3.35	3.35	3.43	3.35	3.45	3.43	3.35	3.27
DCUN1D1	1.4	1.4	1.63	1.63	1.4	1.63	1.59	1.4	1.63	1.64
DCUN1D2	2.95	2.95	1.75	1.75	2.95	1.75	2.09	2.95	1.75	1.96
DCUN1D2-AS	0	0	0	0	0	0	0	0	0	0
DCUN1D3	2.29	2.29	2.94	2.94	2.29	2.94	2.71	2.29	2.94	2.84
DCUN1D4	2.68	2.68	2.6	2.6	2.68	2.6	2.68	2.68	2.6	2.65
DCUN1D5	2.9	2.9	3.18	3.18	2.9	3.18	3.09	2.9	3.18	3.13
DCX	0	0	0	0	0	0	0	0	0	0
DCXR	4.28	4.28	5.4	5.4	4.28	5.4	3.53	4.28	5.4	4.15
DDA1	2.57	2.57	3.21	3.21	2.57	3.21	2.68	2.57	3.21	2.71
DDAH1	3.21	3.21	1.41	1.41	3.21	1.41	1.23	3.21	1.41	1.48
DDAH2	5.14	5.14	5.56	5.56	5.14	5.56	6.22	5.14	5.56	5.74
DDB1	3.78	3.78	3.98	3.98	3.78	3.98	3.76	3.78	3.98	3.58
DDC	0	0	0	0	0	0	0	0	0	0
DDC8	0	0	0	0	0	0	0	0	0	0
DDHD1	1.11	1.11	0.8	0.8	1.11	0.8	0.54	1.11	0.8	1.43
DDHD2	3.03	3.03	2.42	2.42	3.03	2.42	2.9	3.03	2.42	2.68
DDI1	0	0	0	0	0	0	0	0	0	0
DDI2	3.16	3.16	2.66	2.66	3.16	2.66	2.13	3.16	2.66	2.35
DDIT3	5.04	5.04	4.78	4.78	5.04	4.78	4.88	5.04	4.78	4.92
DDIT4	5.91	5.91	6.71	6.71	5.91	6.71	4.4	5.91	6.71	6.31
DDIT4L	1.41	1.41	0	0	1.41	0	1.85	1.41	0	1.94
DDN	0	0	0	0	0	0	0	0	0	0
DDO	0	0	0.41	0.41	0	0.41	0.68	0	0.41	1.01
DDOST	5.94	5.94	5.83	5.83	5.94	5.83	5.74	5.94	5.83	5.89
DDR1	3.1	3.1	1.04	1.04	3.1	1.04	1.39	3.1	1.04	0.98
DDR1-AS1	0	0	0	0	0	0	0	0	0	0
DDR2	3.58	3.58	4.74	4.74	3.58	4.74	4.89	3.58	4.74	3.45
DDRGK1	4.95	4.95	4.8	4.8	4.95	4.8	4.46	4.95	4.8	4.6
DDT	2.69	2.69	3	3	2.69	3	2.74	2.69	3	2.34
DDTL	0	0	0.76	0.76	0	0.76	0	0	0.76	0.22
DDX1	4.43	4.43	4.57	4.57	4.43	4.57	4.61	4.43	4.57	4.01
DDX10	1.19	1.19	1.37	1.37	1.19	1.37	1.62	1.19	1.37	0.94
DDX11	1.35	1.35	1.08	1.08	1.35	1.08	0	1.35	1.08	1.47
DDX11-AS1	0	0	0	0	0	0	0	0	0	0
DDX17	6.47	6.47	6.24	6.24	6.47	6.24	6.74	6.47	6.24	6.39
DDX18	2.99	2.99	3.12	3.12	2.99	3.12	3.2	2.99	3.12	2.77
DDX19A	2.55	2.55	2.59	2.59	2.55	2.59	2.52	2.55	2.59	2.2
DDX19B	3.18	3.18	2.51	2.51	3.18	2.51	2.72	3.18	2.51	2.65
DDX20	1.69	1.69	1.78	1.78	1.69	1.78	1.83	1.69	1.78	1.44
DDX21	4.67	4.67	4.65	4.65	4.67	4.65	3.76	4.67	4.65	3.96
DDX23	4.19	4.19	4.2	4.2	4.19	4.2	4.3	4.19	4.2	3.88
DDX24	5.41	5.41	5.3	5.3	5.41	5.3	4.88	5.41	5.3	4.72
DDX25	0	0	0	0	0	0	0	0	0	0
DDX26B	1.86	1.86	1	1	1.86	1	1.82	1.86	1	1.9
DDX26B-AS1	0	0	0	0	0	0	0	0	0	0
DDX27	3.8	3.8	3.3	3.3	3.8	3.3	3.41	3.8	3.3	3.47
DDX28	1.66	1.66	1.87	1.87	1.66	1.87	1.39	1.66	1.87	1.34
DDX31	1.52	1.52	1.48	1.48	1.52	1.48	1.15	1.52	1.48	1.29
DDX39A	3.65	3.65	4.22	4.22	3.65	4.22	3.76	3.65	4.22	3.85
DDX39B	5.95	5.95	5.28	5.28	5.95	5.28	5.54	5.95	5.28	5.36
DDX39B-AS1	0	0	0	0	0	0	0	0	0	0
DDX3X	5.63	5.63	5.71	5.71	5.63	5.71	5.42	5.63	5.71	5.51
DDX3Y	0	0	4.25	4.25	0	4.25	4.18	0	4.25	4.2
DDX4	0	0	0	0	0	0	0	0	0	0
DDX41	4.2	4.2	3.58	3.58	4.2	3.58	3.71	4.2	3.58	3.86
DDX42	4.71	4.71	4.34	4.34	4.71	4.34	4.27	4.71	4.34	4.21
DDX43	0	0	0	0	0	0	0	0	0	0
DDX46	3.07	3.07	2.89	2.89	3.07	2.89	2.94	3.07	2.89	2.84
DDX47	0	0	0	0	0	0	0	0	0	0
DDX49	3.4	3.4	3.68	3.68	3.4	3.68	3.53	3.4	3.68	3.45
DDX5	6.52	6.52	6.9	6.9	6.52	6.9	6.89	6.52	6.9	6.73
DDX50	4	4	3.83	3.83	4	3.83	4.31	4	3.83	3.76
DDX51	3.41	3.41	2.47	2.47	3.41	2.47	2.6	3.41	2.47	2.35
DDX52	1.05	1.05	1.32	1.32	1.05	1.32	1.14	1.05	1.32	1.1
DDX53	0	0	0	0	0	0	0	0	0	0
DDX54	3.9	3.9	3.67	3.67	3.9	3.67	3.29	3.9	3.67	3.17
DDX55	2.29	2.29	2.01	2.01	2.29	2.01	2.27	2.29	2.01	1.82
DDX56	4.03	4.03	4.35	4.35	4.03	4.35	4.03	4.03	4.35	3.88
DDX58	1.92	1.92	2.09	2.09	1.92	2.09	2.9	1.92	2.09	2.44
DDX59	2.43	2.43	2.16	2.16	2.43	2.16	2.34	2.43	2.16	1.78
DDX6	2.69	2.69	2.44	2.44	2.69	2.44	2.56	2.69	2.44	2.24
DDX60	0.8	0.8	1.58	1.58	0.8	1.58	2.31	0.8	1.58	1.95
DDX60L	1.56	1.56	1.52	1.52	1.56	1.52	1.68	1.56	1.52	2.52
DEAF1	2.92	2.92	2.65	2.65	2.92	2.65	2.83	2.92	2.65	2.66
DEC1	0	0	0	0	0	0	0	0	0	0
DECR1	3.94	3.94	4.3	4.3	3.94	4.3	3.85	3.94	4.3	4.37
DECR2	1.69	1.69	1.89	1.89	1.69	1.89	1.64	1.69	1.89	2.1
DEDD	3.93	3.93	3.64	3.64	3.93	3.64	3.58	3.93	3.64	3.65
DEDD2	3.53	3.53	2.94	2.94	3.53	2.94	3.13	3.53	2.94	3.58
DEF6	2.94	2.94	2.79	2.79	2.94	2.79	1.6	2.94	2.79	4.14
DEF8	3.37	3.37	3.18	3.18	3.37	3.18	3.19	3.37	3.18	3.4
DEFA1	0	0	0	0	0	0	0	0	0	0
DEFA1B	0	0	0	0	0	0	0	0	0	0
DEFA3	0	0	0	0	0	0	0	0	0	1.27
DEFA4	0	0	0	0	0	0	0	0	0	0
DEFA5	0	0	0	0	0	0	0	0	0	0
DEFA6	0	0	0	0	0	0	0	0	0	0
DEFB1	5.32	5.32	1.17	1.17	5.32	1.17	3.42	5.32	1.17	2.07
DEFB103A	0	0	0	0	0	0	0	0	0	0
DEFB103B	0	0	0	0	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0	0	0	0	0
DEFB104B	0	0	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0	0	0	0	0
DEFB108B	0	0	0	0	0	0	0	0	0	0
DEFB110	0	0	0	0	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0	0	0	0	0
DEFB124	0	0	0.61	0.61	0	0.61	3.46	0	0.61	1.57
DEFB125	0	0	0	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0	0	0
DEFB130	0	0	0	0	0	0	0	0	0	0
DEFB131	0	0	0	0	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0	0	0	0	0
DEFB4B	0	0	0	0	0	0	0	0	0	0
DEGS1	4.84	4.84	4.86	4.86	4.84	4.86	4.6	4.84	4.86	5.07
DEGS2	0	0	0	0	0	0	0	0	0	0
DEK	5.02	5.02	4.63	4.63	5.02	4.63	5.06	5.02	4.63	4.54
DENND1A	1.54	1.54	1.79	1.79	1.54	1.79	1.45	1.54	1.79	1.48
DENND1B	0	0	0	0	0	0	0	0	0	1.04
DENND1C	0.93	0.93	1.14	1.14	0.93	1.14	0	0.93	1.14	2.31
DENND2A	3.48	3.48	1.55	1.55	3.48	1.55	3.12	3.48	1.55	2
DENND2C	0.3	0.3	0	0	0.3	0	0	0.3	0	0
DENND2D	0.93	0.93	1.87	1.87	0.93	1.87	0.85	0.93	1.87	2.26
DENND3	3.51	3.51	3.72	3.72	3.51	3.72	2.48	3.51	3.72	2.5
DENND4A	2.13	2.13	1.6	1.6	2.13	1.6	1.72	2.13	1.6	1.57
DENND4B	4.32	4.32	4.43	4.43	4.32	4.43	3.74	4.32	4.43	4.48
DENND4C	3.93	3.93	3.46	3.46	3.93	3.46	3.46	3.93	3.46	3.89
DENND5A	4.41	4.41	3.95	3.95	4.41	3.95	4.12	4.41	3.95	3.8
DENND5B	0.92	0.92	0.16	0.16	0.92	0.16	0.86	0.92	0.16	0.67
DENND5B-AS1	0	0	0	0	0	0	0	0	0	0
DENND6A	3.66	3.66	2.58	2.58	3.66	2.58	3.18	3.66	2.58	2.49
DENND6B	0.41	0.41	0.78	0.78	0.41	0.78	1.35	0.41	0.78	1.25
DENR	3.39	3.39	3.61	3.61	3.39	3.61	3.8	3.39	3.61	3.61
DEPDC1	0	0	0	0	0	0	0	0	0	0
DEPDC1B	0	0	0	0	0	0	0	0	0	0
DEPDC4	0	0	0	0	0	0	0	0	0	0
DEPDC5	1.72	1.72	1.41	1.41	1.72	1.41	1.38	1.72	1.41	1.41
DEPDC7	0	0	0	0	0	0	0	0	0	0
DEPTOR	3	3	3.05	3.05	3	3.05	3.19	3	3.05	3.21
DERA	3.35	3.35	3.1	3.1	3.35	3.1	3.1	3.35	3.1	3.04
DERL1	2.94	2.94	3.22	3.22	2.94	3.22	2.81	2.94	3.22	2.93
DERL2	2.73	2.73	2.27	2.27	2.73	2.27	2.18	2.73	2.27	2.22
DERL3	0	0	0	0	0	0	0	0	0	0
DES	4.46	4.46	2.45	2.45	4.46	2.45	6.4	4.46	2.45	4.68
DESI1	3.36	3.36	3	3	3.36	3	2.67	3.36	3	3.05
DESI2	3.17	3.17	2.69	2.69	3.17	2.69	3.23	3.17	2.69	2.99
DET1	1.29	1.29	1.83	1.83	1.29	1.83	2.2	1.29	1.83	1.47
DEXI	0	0	0	0	0	0	0	0	0	0
DFFA	1.82	1.82	2.42	2.42	1.82	2.42	2.69	1.82	2.42	1.89
DFFB	1.36	1.36	0.93	0.93	1.36	0.93	1.54	1.36	0.93	1.13
DFNA5	1.32	1.32	0.86	0.86	1.32	0.86	1.09	1.32	0.86	1.85
DFNB31	1.14	1.14	0.22	0.22	1.14	0.22	0.54	1.14	0.22	1.47
DFNB59	0.19	0.19	0	0	0.19	0	0.86	0.19	0	0.65
DGAT1	3.73	3.73	5.45	5.45	3.73	5.45	4.13	3.73	5.45	5.05
DGAT2	0.63	0.63	5.31	5.31	0.63	5.31	0.36	0.63	5.31	4.09
DGAT2L6	0	0	0	0	0	0	0	0	0	0
DGCR10	0	0	0	0	0	0	0	0	0	0
DGCR11	0	0	0	0	0	0	0	0	0	0
DGCR14	2.09	2.09	1.4	1.4	2.09	1.4	1.83	2.09	1.4	1.67
DGCR2	4.56	4.56	4.27	4.27	4.56	4.27	4.25	4.56	4.27	3.87
DGCR5	0	0	0	0	0	0	0	0	0	0
DGCR6	0.66	0.66	1.47	1.47	0.66	1.47	1.39	0.66	1.47	1.44
DGCR6L	4.47	4.47	4.2	4.2	4.47	4.2	4.54	4.47	4.2	4.61
DGCR8	2.19	2.19	2.08	2.08	2.19	2.08	2.32	2.19	2.08	1.88
DGCR9	0	0	0	0	0	0	0	0	0	0
DGKA	2.59	2.59	1.81	1.81	2.59	1.81	1.79	2.59	1.81	2.24
DGKB	0	0	0	0	0	0	0	0	0	0
DGKD	2.95	2.95	2.21	2.21	2.95	2.21	2.03	2.95	2.21	2
DGKE	1.3	1.3	0.65	0.65	1.3	0.65	1.5	1.3	0.65	0.33
DGKG	0	0	0	0	0	0	0.43	0	0	0
DGKH	1.23	1.23	1.06	1.06	1.23	1.06	1.62	1.23	1.06	1.2
DGKI	0	0	0	0	0	0	0	0	0	0
DGKK	0	0	0	0	0	0	0	0	0	0
DGKQ	2.8	2.8	2.63	2.63	2.8	2.63	2.32	2.8	2.63	2.56
DGKZ	2.86	2.86	2.94	2.94	2.86	2.94	2.52	2.86	2.94	3.28
DGUOK	4.28	4.28	4.01	4.01	4.28	4.01	4.13	4.28	4.01	4.16
DGUOK-AS1	0.34	0.34	0	0	0.34	0	0	0.34	0	0
DHCR24	3.39	3.39	6.16	6.16	3.39	6.16	2.05	3.39	6.16	4.68
DHCR7	2.2	2.2	2.23	2.23	2.2	2.23	0.47	2.2	2.23	2.51
DHDDS	2.89	2.89	4.03	4.03	2.89	4.03	2.7	2.89	4.03	3.7
DHDH	0	0	0	0	0	0	0	0	0	0.67
DHFR	0	0	0.36	0.36	0	0.36	1.28	0	0.36	1.28
DHFRL1	0.97	0.97	0.94	0.94	0.97	0.94	1.41	0.97	0.94	0.72
DHH	0	0	0	0	0	0	0	0	0	0
DHODH	0.82	0.82	0.93	0.93	0.82	0.93	0.7	0.82	0.93	0.03
DHPS	3.54	3.54	3.96	3.96	3.54	3.96	3.98	3.54	3.96	3.37
DHRS1	1.99	1.99	2.04	2.04	1.99	2.04	2.76	1.99	2.04	2.92
DHRS11	0.49	0.49	0.79	0.79	0.49	0.79	0.45	0.49	0.79	0.68
DHRS12	2.72	2.72	2.37	2.37	2.72	2.37	2.72	2.72	2.37	2.41
DHRS13	0	0	0	0	0	0	0	0	0	0
DHRS2	0	0	0	0	0	0	0	0	0	0
DHRS3	5.84	5.84	5.57	5.57	5.84	5.57	5.39	5.84	5.57	5.16
DHRS4	1.9	1.9	2.39	2.39	1.9	2.39	2.81	1.9	2.39	2.61
DHRS4-AS1	0.74	0.74	1.15	1.15	0.74	1.15	1.66	0.74	1.15	0.97
DHRS4L2	2.09	2.09	2.88	2.88	2.09	2.88	3.1	2.09	2.88	2.94
DHRS7	4.93	4.93	4.16	4.16	4.93	4.16	4.39	4.93	4.16	4.39
DHRS7B	2.1	2.1	2.27	2.27	2.1	2.27	1.76	2.1	2.27	1.91
DHRS7C	0	0	0	0	0	0	0	0	0	0
DHRS9	1.66	1.66	0.75	0.75	1.66	0.75	0.24	1.66	0.75	4.44
DHRSX	2.33	2.33	2.2	2.2	2.33	2.2	2.01	2.33	2.2	2.4
DHRSX-IT1	0	0	0	0	0	0	0	0	0	0
DHTKD1	1.66	1.66	2.75	2.75	1.66	2.75	2.19	1.66	2.75	1.76
DHX15	4.5	4.5	4.09	4.09	4.5	4.09	4.02	4.5	4.09	3.95
DHX16	3.84	3.84	3.99	3.99	3.84	3.99	4	3.84	3.99	3.86
DHX29	3.19	3.19	3.35	3.35	3.19	3.35	3.21	3.19	3.35	2.88
DHX30	3.71	3.71	3.64	3.64	3.71	3.64	3.45	3.71	3.64	3.35
DHX32	2.94	2.94	2.52	2.52	2.94	2.52	2.43	2.94	2.52	2.4
DHX33	2.07	2.07	2.22	2.22	2.07	2.22	2.25	2.07	2.22	1.57
DHX34	1.7	1.7	1.8	1.8	1.7	1.8	1.81	1.7	1.8	2.71
DHX35	1.97	1.97	2.32	2.32	1.97	2.32	2.6	1.97	2.32	2.02
DHX36	2.88	2.88	2.42	2.42	2.88	2.42	2.24	2.88	2.42	2.21
DHX37	2.55	2.55	2.45	2.45	2.55	2.45	1.71	2.55	2.45	1.68
DHX38	4.47	4.47	3.87	3.87	4.47	3.87	3.73	4.47	3.87	3.96
DHX40	3.32	3.32	2.87	2.87	3.32	2.87	3.3	3.32	2.87	2.61
DHX57	1.67	1.67	1.35	1.35	1.67	1.35	1.39	1.67	1.35	1.14
DHX58	2.19	2.19	2.47	2.47	2.19	2.47	2.89	2.19	2.47	2.48
DHX8	2.75	2.75	2.75	2.75	2.75	2.75	2.63	2.75	2.75	2.3
DHX9	4.53	4.53	4.73	4.73	4.53	4.73	4.7	4.53	4.73	4.41
DIABLO	1.93	1.93	1.06	1.06	1.93	1.06	1.3	1.93	1.06	1.22
DIAPH1	4.78	4.78	4.15	4.15	4.78	4.15	4.32	4.78	4.15	4.24
DIAPH2	2.15	2.15	2.38	2.38	2.15	2.38	2.46	2.15	2.38	2.12
DIAPH2-AS1	0	0	0	0	0	0	0	0	0	0
DIAPH3	0	0	0	0	0	0	0	0	0	0
DIAPH3-AS1	0	0	0	0	0	0	0	0	0	0
DIAPH3-AS2	0	0	0	0	0	0	0	0	0	0
DICER1	3.84	3.84	3.18	3.18	3.84	3.18	3.19	3.84	3.18	3.7
DICER1-AS1	0.75	0.75	0	0	0.75	0	0.5	0.75	0	0.83
DIDO1	3.22	3.22	2.87	2.87	3.22	2.87	3	3.22	2.87	2.81
DIEXF	1.03	1.03	1.5	1.5	1.03	1.5	1.42	1.03	1.5	0.7
DIMT1	3.11	3.11	3.21	3.21	3.11	3.21	3.13	3.11	3.21	2.68
DIO1	0	0	0	0	0	0	0	0	0	0
DIO2	1.84	1.84	0	0	1.84	0	2.04	1.84	0	0
DIO2-AS1	0	0	0	0	0	0	0	0	0	0
DIO3	1.65	1.65	2.18	2.18	1.65	2.18	1.89	1.65	2.18	1.61
DIO3OS	3.5	3.5	3.68	3.68	3.5	3.68	3.38	3.5	3.68	3.41
DIP2A	2.8	2.8	2.12	2.12	2.8	2.12	2.36	2.8	2.12	2.77
DIP2A-IT1	0	0	0	0	0	0	0	0	0	0
DIP2B	2.12	2.12	2.18	2.18	2.12	2.18	1.88	2.12	2.18	1.77
DIP2C	3.08	3.08	3.21	3.21	3.08	3.21	2.83	3.08	3.21	2.22
DIRAS1	0	0	0	0	0	0	0	0	0	0.12
DIRAS2	0	0	0	0	0	0	0	0	0	0
DIRAS3	0	0	0	0	0	0	0	0	0	0
DIRC1	0	0	0	0	0	0	0	0	0	0
DIRC2	2.03	2.03	1.95	1.95	2.03	1.95	1.04	2.03	1.95	1.94
DIRC3	0	0	0	0	0	0	0.59	0	0	0
DIS3	2.91	2.91	2.64	2.64	2.91	2.64	2.47	2.91	2.64	2.22
DIS3L	2.41	2.41	2.69	2.69	2.41	2.69	2.95	2.41	2.69	2.51
DIS3L2	1.08	1.08	1.22	1.22	1.08	1.22	1.28	1.08	1.22	1.13
DISC1	0.71	0.71	0.65	0.65	0.71	0.65	0.56	0.71	0.65	0.48
DISC1FP1	0	0	0	0	0	0	0	0	0	0
DISC1-IT1	0	0	0	0	0	0	0	0	0	0
DISP1	1.17	1.17	1.48	1.48	1.17	1.48	2.22	1.17	1.48	1.63
DISP2	0	0	0	0	0	0	0	0	0	0
DIXDC1	2.54	2.54	3	3	2.54	3	3.28	2.54	3	2.7
DKC1	3.48	3.48	3.35	3.35	3.48	3.35	3.27	3.48	3.35	3.11
DKFZP434O1614	0	0	0	0	0	0	0	0	0	0
DKFZP761J1410	4.61	4.61	3.81	3.81	4.61	3.81	3.82	4.61	3.81	3.92
DKK1	6.33	6.33	5.45	5.45	6.33	5.45	2.14	6.33	5.45	2.18
DKK2	0.32	0.32	0.83	0.83	0.32	0.83	2.29	0.32	0.83	0.78
DKK3	4.51	4.51	2.12	2.12	4.51	2.12	5.18	4.51	2.12	3.75
DKK4	0	0	0	0	0	0	0	0	0	0
DKKL1	0	0	0	0	0	0	0	0	0	0
DLAT	2.33	2.33	3.11	3.11	2.33	3.11	2.55	2.33	3.11	2.84
DLC1	3.2	3.2	3.54	3.54	3.2	3.54	3.72	3.2	3.54	4.17
DLD	2.9	2.9	3.97	3.97	2.9	3.97	3.12	2.9	3.97	3.23
DLEC1	0	0	0	0	0	0	0	0	0	0
DLEU1	0	0	0	0	0	0	0	0	0	0
DLEU2	0	0	0.13	0.13	0	0.13	0	0	0.13	0.11
DLEU2L	0	0	0	0	0	0	0	0	0	0
DLEU7	0	0	0	0	0	0	0	0	0	0
DLEU7-AS1	0	0	0	0	0	0	0	0	0	0
DLG1	2.13	2.13	2.22	2.22	2.13	2.22	2.28	2.13	2.22	1.88
DLG1-AS1	0	0	0	0	0	0	0	0	0	0
DLG2	0	0	0	0	0	0	0	0	0	0
DLG3	0.85	0.85	0.33	0.33	0.85	0.33	1.79	0.85	0.33	0.98
DLG3-AS1	0	0	0	0	0	0	0	0	0	0
DLG4	1.26	1.26	2.51	2.51	1.26	2.51	2.45	1.26	2.51	2.82
DLG5	3.1	3.1	2.33	2.33	3.1	2.33	2.29	3.1	2.33	1.73
DLG5-AS1	0.05	0.05	0	0	0.05	0	0	0.05	0	0
DLGAP1	0	0	0	0	0	0	0	0	0	0
DLGAP1-AS1	0.39	0.39	1.14	1.14	0.39	1.14	1.87	0.39	1.14	1.19
DLGAP1-AS2	0.5	0.5	0	0	0.5	0	0.55	0.5	0	0.5
DLGAP1-AS3	0	0	0	0	0	0	0	0	0	0
DLGAP1-AS4	0	0	0	0	0	0	0	0	0	0
DLGAP1-AS5	0	0	0	0	0	0	0	0	0	0
DLGAP2	0	0	0	0	0	0	0	0	0	0
DLGAP3	0	0	0	0	0	0	0	0	0	0
DLGAP4	3.93	3.93	3.48	3.48	3.93	3.48	4.18	3.93	3.48	3.84
DLGAP5	0	0	0	0	0	0	0	0	0	0
DLK1	0	0	0	0	0	0	0	0	0	0
DLK2	0	0	0	0	0	0	0	0	0	0
DLL1	4	4	2.64	2.64	4	2.64	3.02	4	2.64	2.99
DLL3	0	0	0	0	0	0	0	0	0	0
DLL4	2.65	2.65	3.67	3.67	2.65	3.67	3.82	2.65	3.67	2.89
DLST	5.37	5.37	4.9	4.9	5.37	4.9	4.99	5.37	4.9	4.68
DLX1	0	0	0	0	0	0	0	0	0	0
DLX2	0	0	0	0	0	0	0	0	0	0
DLX3	0	0	0	0	0	0	0	0	0	0.66
DLX4	0	0	0	0	0	0	0	0	0	0
DLX5	0.11	0.11	0	0	0.11	0	1.27	0.11	0	0
DLX6	0	0	0	0	0	0	0	0	0	0
DLX6-AS1	0	0	0	0	0	0	0	0	0	0
DLX6-AS2	0	0	0	0	0	0	0	0	0	0
DMAP1	3.29	3.29	2.99	2.99	3.29	2.99	3.34	3.29	2.99	3
DMBT1	0	0	0	0	0	0	0	0	0	0
DMBX1	0	0	0	0	0	0	0	0	0	0
DMC1	0	0	0	0	0	0	0	0	0	0
DMD	1.49	1.49	1.74	1.74	1.49	1.74	1.76	1.49	1.74	0.76
DMD-AS3	0	0	0	0	0	0	0	0	0	0
DMGDH	0	0	0.26	0.26	0	0.26	0.7	0	0.26	0.34
DMKN	1.08	1.08	0	0	1.08	0	0	1.08	0	2.46
DMP1	0	0	0	0	0	0	0	0	0	0
DMPK	3.73	3.73	3.63	3.63	3.73	3.63	4.28	3.73	3.63	3.75
DMRT1	0	0	0	0	0	0	0	0	0	0
DMRT2	0.89	0.89	1.93	1.93	0.89	1.93	0.71	0.89	1.93	0.78
DMRT3	0	0	1.2	1.2	0	1.2	2.5	0	1.2	0.31
