Sample1	Sample2	Sample3	Sample4	Sample5
FOXL1	0	0	0	0	0
FOXL2	0	0	0	0	0
FOXM1	2.7967	4.462	3.7797	3.9354	2.6674
FOXN1	0	0	0	0	0
FOXN2	3.6719	4.0384	3.2819	2.554	4.4812
FOXN3	4.2599	3.8237	3.2839	3.5448	3.6566
FOXN3-AS1	0.5148	0	0	0	0
FOXN3-AS2	0	0	0	0	0
FOXN4	0	0	0	0	0
FOXO1	0	0.2051	0	0	1.0387
FOXO3	3.5325	3.2579	2.4567	2.1944	3.0338
FOXO4	3.1186	2.6118	3.3224	3.951	2.3545
FOXO6	0	1.2627	0	0	0
FOXP1	2.6148	2.8273	2.2519	1.4833	2.4414
FOXP1-AS1	0	0	0	0	0
FOXP1-IT1	0.6997	1.2548	0.2207	0	0.3445
FOXP2	0	0	0	0	0
FOXP3	0	0	0	0	0
FOXP4	2.4627	3.5992	0.1174	0.2322	1.6093
FOXQ1	0	0	0	0	0
FOXR1	0	0	0	0	0
FOXR2	0	0	0	0	0
FOXRED1	2.179	1.9882	2.6041	0.7254	1.3755
FOXRED2	1.5843	1.9809	1.1394	0.5844	0.5066
FOXS1	0	0	0	0	0
FPGS	6.1133	4.0301	4.2999	3.6052	4.5482
FPGT	0	0	0	0	0
FPGT-TNNI3K	0	0	0	0	0
FPR1	1.5079	1.3564	1.7988	0	0
FPR2	0	0	0	0	0
FPR3	0	0	0	0	0
FRA10AC1	1.3179	0.764	1.0054	0	1.6914
FRAS1	0	0	0	0	0
FRAT1	3.3164	1.3188	2.7709	2.8109	1.0951
FRAT2	3.8547	2.197	3.738	3.3547	2.5868
FREM1	0	0	0	0	0
FREM2	0	0	0	0	0
FREM2-AS1	0	0	0	0	0
FREM3	0	0	0	0	0
FRG1	4.345	5.0664	4.9886	4.7457	3.9627
FRG1B	3.614	3.2106	3.6253	2.9619	2.3636
FRG2	0	0	0	0	0
FRG2B	0	0	0	0	0
FRG2C	0	0	0	0	0
FRK	0	0	0	0	0
FRMD1	0	0	0	0	0
FRMD3	0	0	0	0	0.4106
FRMD4A	2.7171	0	1.0809	1.4835	0
FRMD4B	2.571	0	2.4096	2.568	1.6701
FRMD5	0	0	0	0	0
FRMD6	2.3423	0	0.353	0.6787	0
FRMD6-AS2	0	0	0	0	0
FRMD7	0	0	0	0	0
FRMD8	3.5606	2.4317	3.691	2.8514	2.4175
FRMPD1	0	0	0	0	0
FRMPD2	0	0	0	0	0
FRMPD3	0	0	0	0	0
FRMPD3-AS1	0	0	0	0	0
FRMPD4	0	0	0	0	0
FRMPD4-AS1	0	0	0	0	0
FRRS1	0	0	0	0	0
FRRS1L	0	0	0	0	0
FRS2	2.2721	3.5609	1.4826	3.1441	3.1169
FRS3	1.104	0	1.5278	0	1.131
FRY	0	0	0	0	0.186
FRY-AS1	0	0	0	0	0
FRYL	2.7246	3.465	2.7809	2.2351	4.3713
FRZB	0	1.5211	0	0	0
FSBP	0	0	0	0	0
FSCB	0	0	0	0	0
FSCN1	5.0318	1.8061	5.4487	4.8286	0
FSCN2	0	0	0	0	0
FSCN3	0	0	0	0	0
FSD1	0	0	0.724	0.3116	0
FSD1L	0.4947	0	0.2814	0	1.587
FSD2	0	0	0	0	0
FSHB	0	0	0	0	0
FSHR	0	0	0	0	0
FSIP1	0	0	0	0	0
FSIP2	0	0	0	0	0
FST	0	0	0	0	0
FSTL1	0.6616	2.7502	1.7944	2.133	3.106
FSTL3	0	0	0	0	0
FSTL4	0	0	0	0	0
FSTL5	0	0	0	0	0
FTCD	0	0	0	0	0
FTCD-AS1	0	0	0	0	0
FTCDNL1	0	0	0	0	0
FTH1	7.7383	7.9899	8.2939	9.8923	7.4262
FTHL17	0	0	0	0	0
FTL	8.9322	8.9065	8.8623	9.012	7.1136
FTMT	0	0	0	0	0
FTO	2.4598	1.7238	2.3174	0.7743	2.3252
FTO-IT1	1.2663	0.6706	0.326	0	1.6263
FTSJ1	3.6943	3.9151	4.6072	3.8671	3.1723
FTSJ2	3.3962	2.4497	2.4888	1.7966	1.9949
FTSJ3	4.1811	3.3325	3.7045	3.4894	4.6146
FTX	2.4707	1.4246	1.9028	0.9431	3.1257
FUBP1	5.7529	6.0758	5.6597	4.6315	6.8172
FUBP3	3.5589	3.6248	3.0443	3.6373	3.3036
FUCA1	3.1483	0	2.3004	1.654	1.5977
FUCA2	2.2717	1.6585	0.1141	0	1.0063
FUK	0.3324	0.307	0.9896	0.2585	0.4331
FUNDC1	3.3809	2.5081	2.5709	2.0104	1.153
FUNDC2	2.2824	1.9198	3.4857	2.594	1.9473
FUOM	1.0095	0	1.8707	0.5166	0
FURIN	4.1178	3.9658	3.409	5.0742	2.6795
FUS	4.012	6.1908	5.1734	5.5911	4.9957
FUT1	0	0	0	0	0
FUT10	0.987	1.5055	0.5111	1.1343	1.0679
FUT11	0.9891	2.055	1.6605	2.1939	3.2691
FUT2	0	0	0	0	0
FUT3	0	0	0	0	0
FUT4	2.5892	2.7712	2.1822	2.6348	2.6785
FUT5	0	0	0	0	0
FUT6	0	0	0	0	0
FUT7	0	0	0	0	0
FUT8	3.2785	3.4794	3.4376	2.4114	4.2921
FUT9	0	0	0	0	0
FUZ	2.5225	2.2987	2.5077	1.5795	1.6981
FXN	0	0.3319	0.5545	0	0.5934
FXR1	3.3644	4.7887	3.3025	4.2184	4.5148
FXR2	3.433	3.5638	3.9726	3.5583	2.7331
FXYD1	0	0	0	0	0
FXYD2	2.4859	3.3752	3.122	0	2.6816
FXYD3	0	0	0	0	0
FXYD4	0	0	0	0	0
FXYD5	4.825	4.0676	4.2238	3.944	4.3037
FXYD6	1.5821	0	0.0496	0	0
FXYD6-FXYD2	0	0	0	0	0
FXYD7	0	0	0	0	0
FYB	5.7087	5.8457	5.0612	4.116	5.5313
FYCO1	2.4274	2.1584	2.138	0.9071	1.6033
FYN	4.0405	3.902	4.3809	3.7025	4.3824
FYTTD1	3.9273	3.5669	3.0924	3.8449	4.0216
FZD1	0	0.5629	1.3765	0.2089	0
FZD10	0	0	0	0	0
FZD10-AS1	0	0	0	0	0
FZD2	1.0858	2.4633	0.8008	0	0
FZD3	0	0	0	0	0
FZD4	0	0	0	0	0
FZD5	0	0	0	0	0.1296
FZD6	5.3888	3.0958	2.8009	3.3547	4.0791
FZD7	0	0	0	0	0.1967
FZD8	0	0	0	0	0
FZD9	0	0	0	0	0
FZR1	4.0756	3.749	3.2149	4.5977	3.0578
G0S2	0.7192	3.1035	2.7722	2.5926	0.9518
G2E3	1.806	2.96	1.6128	1.9291	3.0649
G3BP1	4.2357	4.5513	4.3385	3.3413	5.2847
G3BP2	4.5977	4.7867	4.2113	4.1467	5.0108
G6PC	0	0	0	0	0
G6PC2	0	0	0	0	0
G6PC3	2.259	1.2467	1.1912	0.1768	0.6261
G6PD	2.8182	2.9338	4.0923	2.3768	2.7509
GAA	2.49	0.8292	1.5557	0.4324	0.3196
GAB1	1.4888	3.4974	0	0	2.1362
GAB2	5.3258	3.5919	3.6295	6.0524	4.731
GAB3	3.0202	1.7475	1.3359	0	2.5617
GAB4	0	0	0	0	0
GABARAP	2.3738	2.0421	2.3281	1.8031	2.3583
GABARAPL1	1.939	2.7654	2.26	2.5668	1.0589
GABARAPL2	4.0936	3.6277	4.2448	3.5674	3.7242
GABBR1	0	0	2.4875	1.5231	0
GABBR2	0	0	0	0	0
GABPA	3.5267	4.115	3.1896	3.2016	4.126
GABPB1	3.3284	4.4284	2.7901	3.2277	4.2503
GABPB1-AS1	3.8842	3.7074	3.0853	2.4096	4.4943
GABPB2	2.4072	2.3531	2.6488	1.437	1.1369
GABRA1	0	0	0	0	0
GABRA2	0	0	0	0	0
GABRA3	0	0	0	0	0
GABRA4	0	0	0	0	0
GABRA5	0	0	0	0	0
GABRA6	0	0	0	0	0
GABRB1	0	0	0	0	0
GABRB2	0	0	0	0	0
GABRB3	0	0	0.613	0	0
GABRD	0	0.8919	0	0	0
GABRE	0	0	0	0	0
GABRG1	0	0	0	0	0
GABRG2	0	0	0	0	0
GABRG3	0	0	0	0	0
GABRP	0	0	0	0	0
GABRQ	0	0	0	0	0
GABRR1	0	0	0	0	0
GABRR2	0	0	0	0	0.1177
GACAT1	0	0	0	0	0
GAD1	0	0	0	0	0
GAD2	0	0	0	0	0
GADD45A	3.3938	4.8635	4.0342	3.9521	4.7376
GADD45B	5.4349	6.4348	5.4448	6.9678	5.1157
GADD45G	0	0	1.7713	5.2726	3.3184
GADD45GIP1	5.1857	4.4262	5.881	4.745	3.229
GADL1	0	0	0	0	0
GAGE1	0	0	0	0	0
GAGE10	0	0	0	0	0
GAGE12B	0	0	0	0	0
GAGE12C	0	0	0	0	0
GAGE12D	0	0	0	0	0
GAGE12E	0	0	0	0	0
GAGE12F	0	0	0	0	0
GAGE12G	0	0	0	0	0
GAGE12H	0	0	0	0	0
GAGE12I	0	0	0	0	0
GAGE12J	0	0	0	0	0
GAGE13	0	0	0	0	0
GAGE2A	0	0	0	0	0
GAGE2B	0	0	0	0	0
GAGE2C	0	0	0	0	0
GAGE2D	0	0	0	0	0
GAGE2E	0	0	0	0	0
GAK	2.4288	2.8371	2.9148	3.1047	2.7563
GAL	0	0	0	0	0
GAL3ST1	0	0	0	0	0
GAL3ST2	0	0	0	2.2425	0.8046
GAL3ST3	0	0	0	0	0
GAL3ST4	1.5677	1.1754	2.5665	2.028	2.5263
GALC	1.6749	0	0.444	0	0.0017
GALE	0.8315	0.265	1.5301	0.1733	0.772
GALK1	2.2997	2.6885	2.625	2.2799	2.3149
GALK2	3.042	2.2092	2.6586	1.4939	3.1302
GALM	2.2089	0.1614	2.849	0.3227	0
GALNS	0.8474	0	0.6415	1.0761	0.4343
GALNT1	2.8427	3.3012	0	0	3.5183
GALNT10	1.8679	0	0.4842	0.7417	0
GALNT11	0	0	0	0	0
GALNT12	0.7161	1.675	1.035	0.2618	2.0141
GALNT13	0	0	0	0	0
GALNT14	0	0.796	0	0	0
GALNT15	0	0	0	0	0
GALNT16	0	0	0	0	0
GALNT18	0	0	0	0	0
GALNT2	6.5186	5.253	5.8532	4.5347	5.8357
GALNT3	0	0.6896	0	0	0.4151
GALNT4	0	0	0	0	0
GALNT5	0	0	0	0	0
GALNT6	4.6485	2.7579	6.1098	5.0406	4.3556
GALNT7	3.9685	4.3141	2.4314	1.7662	5.0753
GALNT8	0	0	0	0	0
GALNT9	0	0	0	0	0
GALNTL5	0	0	0	0	0
GALNTL6	0	0	0	0	0
GALP	0	0	0	0	0
GALR1	0	0	0	0	0
GALR2	0	0	0	0	0
GALR3	0	0	0	0	0
GALT	1.834	2.1442	2.6515	1.4691	2.5942
GAMT	3.855	3.9223	3.2922	3.3554	2.5834
GAN	0.9661	0.8939	0.4783	0.9364	1.282
GANAB	5.5596	5.497	6.0434	5.0614	4.6861
GANC	1.6917	1.0478	1.1226	0.2802	1.189
GAP43	0	0	0	0	0
GAPDH	9.1955	9.498	10.8819	11.3238	8.8954
GAPDHS	0	0	0	0	0
GAPT	0.6375	0	0	0	0
GAPVD1	3.4996	4.3813	2.7062	3.5907	4.2045
GAR1	2.0544	2.5046	2.7306	2.1916	2.0077
GAREM	0	0	0	0	0
GAREML	0	1.038	0	0	0.3157
GARNL3	0	0	0	0	0
GARS	4.0869	5.0046	4.8756	4.8222	4.4385
GART	2.8503	3.5348	3.8607	1.4714	3.7089
GAS1	0	0	0	0	0
GAS2	0	0	1.9047	2.7082	0
GAS2L1	0	0	0.6738	0.1027	0
GAS2L2	0	0	0	0	0
GAS2L3	0	0	0	0	0
GAS5	5.6892	6.248	6.3618	7.2314	6.3124
GAS5-AS1	0	0	0	0	0
GAS6	0	0	0	0	0
GAS6-AS1	3.674	1.6373	1.3459	1.2971	2.7895
GAS6-AS2	0	0	0	0	0
GAS7	5.1618	4.1288	3.9318	3.8991	4.055
GAS8	0.2496	0	0	0	0.2202
GAST	0	0	0	0	0
GATA1	1.335	0.6656	0	0	0
GATA2	0	0	0.732	1.8076	0.2176
GATA3	3.7655	3.2066	2.7747	1.9459	3.8506
GATA3-AS1	0	0	0	0	0
GATA4	0	0	0	0	0
GATA5	0	0	0	0	0
GATA6	0	0	0	0	0
GATA6-AS1	0	0	0	0	0
GATAD1	2.3575	1.4334	1.2534	0	2.3395
GATAD2A	4.3546	4.7211	4.5468	5.0303	4.1436
GATAD2B	3.663	3.9936	3.4393	3.8877	4.1621
GATC	3.9285	2.7531	3.2157	1.863	3.2333
GATM	0	0	0	0	0.1795
GATSL1	1.9582	1.8188	1.7195	3.158	1.0103
GATSL2	2.8517	2.8245	1.3612	2.8697	1.8126
GATSL3	0	0	0	0	0.3096
GBA	2.7184	2.2328	2.6357	1.7099	2.2375
GBA2	1.6058	2.7957	3.2788	1.7946	3.9076
GBAS	2.9487	3.6564	3.0838	3.265	2.4816
GBE1	2.7404	2.7403	2.1116	1.2288	3.6325
GBF1	3.6075	4.5106	3.472	3.6892	4.222
GBGT1	0.1515	0.3752	0	0	0
GBP1	2.0882	1.8508	1.6647	0	2.0454
GBP2	0.73	0.1485	0	0	1.9034
GBP3	3.1262	2.4654	1.6942	1.0164	2.9889
GBP4	3.9453	0.195	0.6523	0	2.6476
GBP5	0	0	0	0	1.138
GBP6	0	0	0	0	0
GBP7	0	0	0	0	0
GBX1	0	0	0	0	0
GBX2	0	0	0	0	0
GC	0	0	0	0	0
GCA	0	0.7144	0	0	1.4053
GCAT	3.4284	0.3254	1.3432	2.3047	0.7396
GCC1	3.2427	2.7353	2.5278	3.857	2.4218
GCC2	2.5042	3.0434	2.0436	2.153	3.0669
GCDH	2.6585	2.6391	3.2872	1.9612	2.281
GCFC2	2.0614	2.9132	1.9501	1.7704	2.6961
GCG	0	0	0	0	0
GCGR	0	0	0	0	0
GCH1	3.7411	4.0602	2.7279	3.3936	3.0331
GCHFR	2.6153	4.4741	3.6838	3.1946	0
GCK	0	0	0	0	0
GCKR	0	0	0	0	0
GCLC	1.9095	0.7753	1.1944	1.5935	2.0867
GCLM	1.7878	1.8312	1.0293	0.0422	2.4057
GCM1	0	0	0	1.3314	3.754
GCM2	0	0	0	0	0
GCN1L1	4.4523	4.8405	4.8986	4.5613	4.6434
GCNT1	1.9955	1.8356	0.7777	0.4614	1.745
GCNT2	0	0	0	0	0
GCNT3	0	0	0	0	0
GCNT4	2.8411	2.3192	1.9919	2.0072	2.4209
GCNT6	0	0	0	0	0
GCNT7	0	0	0	0	0
GCOM1	0	0	0	0	0
GCSAM	5.7006	0.8488	3.3095	0.721	2.3982
GCSAML	0	0	0	0	0
GCSAML-AS1	0	0	0	0	0
GCSH	1.4565	1.1625	2.1066	0.3861	0.2138
GDA	0	0	0	0	0
GDAP1	0	1.4209	0	0	1.5969
GDAP1L1	0	0	0	0	0
GDAP2	1.2194	1.2249	0.7839	0.7635	2.3374
GDE1	3.5963	3.7545	3.6007	4.5458	3.2855
GDF1	0	0	0	0	0
GDF10	0	0	3.1204	0	0
GDF11	2.1047	1.7278	2.502	1.1311	2.0951
GDF15	0	0	0	0	0
GDF2	0	0	0	0	0
GDF3	0	0	0	0	0
GDF5	0	0	0	0	0
GDF5OS	0	0	0	0	0
GDF6	0	0	0	0	0
GDF7	0	0	0	0	0
GDF9	0	0	0	0	3.1389
GDI1	2.9917	3.168	3.8819	3.4093	3.4978
GDI2	5.7495	5.8617	6.5929	5.8916	5.6879
GDNF	0	0	0	0	0
GDNF-AS1	0	0	0	0	0
GDPD1	0	0	0.1999	0	0.6059
GDPD2	0	0	0	0	0
GDPD3	0	1.1736	1.1324	0	1.0862
GDPD4	0	0	0	0	0
GDPD5	0	0.1975	0	0	0
GDPGP1	0.5516	0	0.3463	0	0
GEM	0	0	0	0	0
GEMIN2	1.7254	2.3309	1.5186	1.5213	1.4154
GEMIN4	2.441	2.6177	2.5353	2.1843	2.018
GEMIN5	2.5009	2.3926	2.8046	1.1598	1.969
GEMIN6	1.718	0.8203	1.8055	0	0.0602
GEMIN7	1.8113	1.4119	1.7914	0.3595	0
GEMIN8	2.3939	2.2364	2.7817	0.8863	2.1406
GEN1	0.616	2.2297	0.8161	0.4482	1.8709
GET4	0	1.1808	0.3487	0.3112	0.1563
GFAP	0	0	0	0	0
GFER	2.6895	2.2677	2.4564	2.3876	1.6447
GFI1	6.0699	5.1531	4.9794	4.8353	4.6468
GFI1B	0.877	0.6881	0	0.5593	0
GFM1	2.1946	2.3841	1.6546	1.4474	2.3468
GFM2	2.3643	3.5632	2.7515	2.4478	3.2004
GFOD1	1.9321	1.7699	1.1164	1.8346	1.7309
GFOD1-AS1	0.1251	0	0	0.8508	0
GFOD2	2.0737	2.5393	2.2361	2.638	0.7255
GFPT1	2.6946	3.8135	2.2589	3.2083	3.5567
GFPT2	0	0	0	0	0
GFRA1	5.3641	0	0	0	0
GFRA2	0	0	0	0	0
GFRA3	0	0	0	0	0
GFRA4	0	0	2.7014	0.3245	0.0484
GFRAL	0	0	0	0	0
GGA1	2.4575	2.5083	2.4747	2.6469	2.7394
GGA2	0	0.941	2.8071	2.9521	0.1353
GGA3	3.1338	2.983	2.8166	3.4929	3.2268
GGACT	0	0	0	0	0
GGCT	3.3974	4.0085	3.9787	2.9419	3.5937
GGCX	0.8021	0.8654	1.2641	1.6024	0.6475
GGH	0.5747	0	2.0201	1.299	0
GGN	0	0	0	0	0
GGNBP2	2.8864	4.6924	3.2873	3.6458	3.7833
GGPS1	2.9752	2.1714	2.4408	2.218	3.4323
GGT1	0	1.3938	0	0	0.0613
GGT2	0	0	0	0	0
GGT5	0	0	0	0	0
GGT6	0	0	0	0	0
GGT7	1.2923	0.2119	0.9802	0.878	1.4885
GGTLC1	0	0	0	0	0
GGTLC2	0	0	0	0	0
GGTLC3	0	0	0	0	0
GH1	0	0	0	0	0
GH2	0	0	0	0	0
GHc-362H12.3	0	0.2862	0	0	0.3233
GHDC	2.4652	1.3585	1.8866	0.8112	1.8176
GHITM	6.0166	5.3657	6.0877	5.4563	5.0649
GHR	0	0	0	0	0
GHRH	0	0	0	0	0
GHRHR	0	0	0	0	0
GHRL	0	1.4502	0	0.138	0
GHRLOS	1.0806	2.0048	1.8099	0.9927	2.1959
GHSR	0	0	0	0	0
GID4	1.7436	1.6547	1.6128	1.4066	1.4136
GID8	5.1324	5.0086	5.4686	6.2704	4.5537
GIF	0	0	0	0	0
GIGYF1	4.0056	4.8209	4.2096	4.4467	4.1933
GIGYF2	2.693	3.1521	2.3549	2.6198	3.4242
GIMAP1	3.7302	1.0188	3.7502	0	0.9659
GIMAP2	6.0406	4.3502	5.5117	3.8514	4.526
GIMAP4	5.5592	0	0.4435	0	3.1823
GIMAP5	4.4797	0	2.9172	0	2.3718
GIMAP6	6.5014	3.639	5.6101	2.0227	5.3289
GIMAP7	5.93	3.4725	3.5807	1.3212	3.2867
GIMAP8	1.7595	0	1.2535	0	1.2795
GIMD1	0	0	0	0	0
GIN1	0.3281	0	0.3682	0	0.1291
GINM1	4.1706	4.1643	3.5471	3.5822	3.6698
GINS1	2.2632	2.5514	2.8271	0.4331	2.4465
GINS2	3.162	3.6924	4.3289	2.3447	3.1845
GINS3	2.1043	2.1103	2.0035	1.1055	1.5236
GINS4	2.3211	2.5755	2.8569	1.2462	1.499
GIP	0	0	0	0	0
GIPC1	2.2526	1.0329	3.6047	1.1188	1.6588
GIPC2	0	0	0	0	0
GIPC3	0	0	0	0	0
GIPR	0	0	0	0	0
GIT1	3.3975	3.4208	4.3314	4.4209	3.3999
GIT2	4.0493	2.8708	2.7223	2.5008	2.8489
GJA1	0	0	0	0	0
GJA10	0	0	0	0	0
GJA3	0	0	0	0	0
GJA4	0	0	0	0	0
GJA5	0	0	0	0	0
GJA8	0	0	0	0	0
GJA9	0	0	0	0	0
GJB1	0	0	0	0	0
GJB2	0	0	0	0	0
GJB3	0	0	0	0	0
GJB4	0	0	0	0	0
GJB5	0	0	0	0	0
GJB6	0	0	0	0	0
GJB7	0	0	0	0	0
GJC1	0	0	2.4284	1.1795	3.6388
GJC2	0	0.5661	1.1021	1.4988	1.4281
GJC3	0	0	0	0	0
GJD2	0	0	0	0	0
GJD3	0	0	0	0	0
GJD4	0	0	0	0	0
GJE1	0	0	0	0	0
GK	0	1.9095	0.5364	0	1.6677
GK2	0	0	0	0	0
GK5	0.8558	1.3155	0.7332	0.1986	2.543
GKAP1	2.6066	2.8859	2.5373	2.5057	3.0095
GK-AS1	0	0	0	0	0
GK-IT1	0	0	0	0	0
GKN1	0	0	0	0	0
GKN2	0	0	0	0	0
GLA	2.9332	3.0246	3.1484	2.9707	3.1925
GLB1	2.8783	2.4007	2.9566	2.0296	2.3155
GLB1L	0.7126	0	0	0	0
GLB1L2	0	0	1.4869	0.9476	0
GLB1L3	0	0	0.7297	0	1.0917
GLCCI1	2.2377	2.8425	0.7706	0.1539	3.4834
GLCE	0.7528	0	0	0	0.6491
GLDC	0	0	0	0	0
GLDN	0	0	0	0	0
GLE1	4.7407	4.0115	3.9701	2.9044	3.0623
GLG1	3.3997	3.2355	3.6494	3.1728	3.4452
GLI1	0	0	0	0	0
GLI2	0	0	0	0	0
GLI3	0	1.9454	0	0	1.49
GLI4	2.3295	0.8083	1.1072	0	1.5936
GLIPR1	4.3242	1.5753	3.3307	0.9378	5.2368
GLIPR1L1	0	0	0	0	0
GLIPR1L2	0	0	0	0	0
GLIPR2	2.6361	3.2243	5.3659	2.2096	2.5004
GLIS1	0	0	0	0	0
GLIS2	0	0	0	0	0
GLIS3	0	0	0	0	0
GLIS3-AS1	0	0	0	0	0
GLMN	2.8972	2.4899	2.2832	1.2053	3.4655
GLO1	5.2799	5.4887	5.3863	4.4437	4.8271
GLOD4	3.377	3.0933	3.4483	2.2352	2.3157
GLOD5	0	0	0	0	0
GLP1R	0	0	0	0	1.706
GLP2R	0	0	0	0	0
GLRA1	0	0	0	0	0
GLRA2	0	0	0	0	0
GLRA3	0	0	0	0	0
GLRA4	0	0	0	0	0
GLRB	0	0	0	0	0
GLRX	3.0753	2.8804	3.01	1.8648	2.1575
GLRX2	1.7717	0.0811	1.1977	0	0.8325
GLRX3	3.7589	4.5285	4.8807	3.5999	3.6909
GLRX5	4.2033	4.0534	5.2427	3.7663	2.8952
GLS	4.0809	4.6544	3.9016	3.9309	5.3264
GLS2	0	0	0	0	0
GLT1D1	0	0	0	0.0973	0
GLT6D1	0	0	0	0	0
GLT8D1	1.8412	1.7932	2.3863	0.9004	1.2311
GLT8D2	0	0	0	0	0
GLTP	3.6667	4.1009	4.2459	4.5818	2.6239
GLTPD1	2.5663	1.7388	2.3535	2.1775	1.1065
GLTPD2	0	0	0	0	0
GLTSCR1	0.1233	0.8691	0	0	0.168
GLTSCR1L	2.0537	1.4262	1.4106	1.1044	2.692
GLTSCR2	6.4743	5.7223	7.106	7.3748	6.1995
GLUD1	5.414	5.4445	5.6287	5.0555	5.0987
GLUD2	0.9703	1.3167	1.4144	1.0625	0.9023
GLUL	6.988	6.5572	6.3437	5.8818	6.0765
GLYAT	0	0	0	0	0
GLYATL1	0	0	0	0	0
GLYATL2	0	0	0	0	0
GLYATL3	0	0	0	0	0
GLYCTK	2.427	1.9548	1.6828	1.1508	2.0306
GLYCTK-AS1	0	0	0	0	0
GLYR1	3.7988	4.0704	4.1969	3.6445	3.6697
GM2A	3.6669	2.8071	5.035	3.5185	4.2544
GMCL1	2.676	3.6815	2.478	2.284	3.9928
GMDS	2.2742	2.6007	3.0999	2.1637	2.3248
GMDS-AS1	0.9514	0.3582	0.8341	0	0.6562
GMEB1	2.8402	2.8714	2.8508	3.2294	2.7348
GMEB2	3.1822	3.359	3.1297	4.0678	2.6679
GMFB	3.4466	3.5231	3.5446	3.0651	2.6596
GMFG	7.1638	6.1176	7.1732	5.8023	5.2306
GMIP	4.1671	3.366	3.3717	2.3508	2.8946
GML	0	0	0	0	0
GMNC	0	0	0	0	0
GMNN	3.6133	5.3608	4.4083	3.4821	5.7865
GMPPA	1.6726	1.3539	1.9606	0	0.4241
GMPPB	2.6858	2.554	2.7916	3.1744	2.822
GMPR	0.2708	0	0	0	0
GMPR2	3.8279	3.2152	4.0371	3.3631	3.3089
GMPS	3.3577	4.7	3.4277	3.1628	4.2765
GNA11	0	0.1916	0.9794	0.0592	1.8062
GNA12	3.4566	2.0332	2.4324	2.381	1.4572
GNA13	5.4646	5.4539	4.5874	5.4699	5.9282
GNA14	0	0	0	0	0
GNA15	7.2469	7.581	7.374	9.8469	6.7869
GNAI1	0	0	0	0	0
GNAI2	5.0987	5.0964	5.6284	5.2041	4.0507
GNAI3	4.4248	4.8402	4.1406	4.8959	5.2828
GNAL	0	0	0	0	0
GNAO1	0	0	0	0	0
GNAQ	4.791	5.2335	4.769	4.9999	6.1915
GNAS	5.4905	5.9649	6.1048	6.725	5.1585
GNAS-AS1	0	0	0	0	0
GNAT1	0	0	0	0	0
GNAT2	0	0	0	0	0
GNAT3	0	0	0	0	0
GNAZ	0	0	0	0	0
GNB1	5.6812	5.3391	6.0726	5.8848	5.1884
GNB1L	0	0.5116	1.3622	0.5972	1.3904
GNB2	4.9646	4.6111	5.3168	5.1361	3.6682
GNB2L1	8.3694	8.1103	8.6278	9.3418	7.8074
GNB3	0	0	0	0	0
GNB4	2.014	3.1954	3.1595	3.3861	4.2095
GNB5	2.8278	3.1341	2.5193	2.4181	2.4181
GNE	2.4164	3.418	2.4406	3.6792	2.9709
GNG10	0	0	0	0	0
GNG11	0	0	0	0	0
GNG12	0	0	0	0	0
GNG12-AS1	0	0	0	0	0
GNG13	0	0	0	0	0
GNG2	4.5022	3.7322	3.9435	3.1382	4.539
GNG3	0	0	0	0	0
GNG4	0	0	0	2.9056	3.6061
GNG5	4.952	5.3937	5.989	4.4461	4.5593
GNG5P2	0	0	0	0	0
GNG7	0	0	0	0	0
GNG8	0	0	0	0	0
GNGT1	0	0	0	0	0
GNGT2	0.422	0	0	0	0.0332
GNL1	4.0131	4.5212	4.867	3.8006	3.6969
GNL2	1.9413	3.5349	2.1767	2.918	2.9649
GNL3	4.5105	4.783	3.9848	4.1566	4.7735
GNL3L	4.1205	3.8881	4.3398	3.5414	3.5161
GNLY	0.9023	0	0	0.8372	0
GNMT	2.2088	2.698	1.981	3.3759	3.0154
GNPAT	3.2619	3.6213	3.8869	2.8408	4.0385
GNPDA1	3.6938	2.3265	3.2172	0.2742	0.9156
GNPDA2	1.8738	0.362	0.6258	0.1149	0.5873
GNPNAT1	1.8842	2.3256	2.7954	1.2254	2.1235
GNPTAB	4.3207	4.7003	3.3889	3.7994	5.5801
GNPTG	2.5974	2.1942	2.8451	1.9601	2.2369
GNRH1	0	1.4139	0.3773	0	3.7731
GNRH2	0	0	0	0	1.3699
GNRHR	0	0	0	0	0
GNS	3.0805	2.5606	2.8504	0.8563	1.3632
GOLGA1	1.7187	1.8826	1.2696	1.0558	3.0008
GOLGA2	3.3576	2.8191	2.8786	3.3722	2.8132
GOLGA2P2Y	0	0	0	0	0
GOLGA3	4.2473	4.0187	4.4014	3.745	4.5658
GOLGA4	3.3303	4.1189	3.1161	4.306	4.1816
GOLGA5	3.2393	1.8846	2.0432	1.8162	2.1447
GOLGA6A	0	0	0	0	0.4811
GOLGA6B	0	0	0	0	0
GOLGA6C	0	0	0	0	0
GOLGA6D	0	0	0	0	0
GOLGA6L1	0	0	0	0	0
GOLGA6L10	0	0	0	0	0
GOLGA6L2	0	0	0	0	0
GOLGA6L4	0	0	0	0	0.1665
GOLGA6L6	0	0	0	0	0
GOLGA6L9	0	0	0	0	0.4027
GOLGA7	3.8405	3.5397	3.7523	3.3389	3.063
GOLGA7B	0	0.5136	0	0	0
GOLGA8A	0	0	2.6811	1.682	0
GOLGA8B	0	0	2.2235	1.5059	0
GOLGA8F	0	0	0	0	0
